title,release_date,release_year,worldwide_box_office,split
Tape,2002-07-12,2001,515900.0,train
See Spot Run,2001-03-02,2001,43057552.0,train
Two Can Play That Game,2001-09-07,2001,22391450.0,train
Impostor,2002-01-04,2001,8694320.0,train
Storytelling,2001-11-08,2001,1318945.0,train
Metropolis,2002-01-25,2001,4035192.0,train
"Scotland, Pa.",2001-01-22,2001,384098.0,train
Tortilla Soup,2001-08-31,2001,4634077.0,train
The Affair of the Necklace,2001-12-07,2001,1198113.0,train
Lovely & Amazing,2002-08-02,2001,4677852.0,train
La Ciénaga,2001-04-12,2001,270811.0,train
Corky Romano,2001-10-12,2001,25272752.0,train
Read My Lips,2002-07-26,2001,5393526.0,train
Recess: School's Out,2001-02-16,2001,44460850.0,train
The Other Side of Heaven,2002-04-12,2001,4760014.0,train
The Grey Zone,2001-11-30,2001,621592.0,train
Novocaine,2001-12-14,2001,2534372.0,train
Charlotte Gray,2002-01-11,2001,5323109.0,train
The Curse of the Jade Scorpion,2001-08-24,2001,18914307.0,train
Spider-Man,2002-05-03,2002,825025036.0,train
The Sum of All Fears,2002-05-31,2002,193921372.0,train
8 Mile,2002-11-08,2002,242875078.0,train
The Pianist,2003-03-28,2002,120072577.0,train
Harry Potter and the Chamber of Secrets,2002-11-15,2002,879602366.0,train
The Lord of the Rings: The Two Towers,2002-12-18,2002,947495095.0,train
Road to Perdition,2002-07-12,2002,181001478.0,train
Resident Evil,2002-03-15,2002,102984862.0,train
Catch Me If You Can,2002-12-25,2002,352114312.0,train
28 Days Later...,2003-06-27,2002,85720385.0,train
City of God,2004-02-13,2002,30680793.0,train
Irreversible,2002-05-24,2002,6479328.0,train
The Ring,2002-10-18,2002,249348933.0,train
Signs,2002-08-02,2002,408247917.0,train
The Bourne Identity,2002-06-14,2002,214034224.0,train
Star Wars: Episode II - Attack of the Clones,2002-05-16,2002,653779970.0,train
Secretary,2002-10-11,2002,9304609.0,train
Scooby-Doo,2002-06-14,2002,275650703.0,train
Reign of Fire,2002-07-12,2002,82150183.0,train
Minority Report,2002-06-21,2002,358372926.0,train
Austin Powers in Goldmember,2002-07-26,2002,296938801.0,train
Red Dragon,2002-10-04,2002,209196298.0,train
Gangs of New York,2002-12-20,2002,193772504.0,train
The Importance of Being Earnest,2002-06-21,2002,18009625.0,train
Sweet Home Alabama,2002-09-27,2002,180622424.0,train
The Count of Monte Cristo,2002-01-25,2002,75395048.0,train
The Hot Chick,2002-12-13,2002,54639553.0,train
Adaptation.,2003-02-14,2002,32801173.0,train
Unfaithful,2002-05-10,2002,119137784.0,train
Ice Age,2002-03-15,2002,383257136.0,train
Panic Room,2002-03-29,2002,197079546.0,train
Insomnia,2002-05-24,2002,113758770.0,train
Men in Black II,2002-07-03,2002,445135288.0,train
Lilo & Stitch,2002-06-21,2002,273144151.0,train
Chicago,2003-01-24,2002,306776732.0,train
A Walk to Remember,2002-01-25,2002,47494916.0,train
Treasure Planet,2002-11-27,2002,110041363.0,train
My Big Fat Greek Wedding,2002-08-02,2002,368744044.0,train
We Were Soldiers,2002-03-01,2002,115374915.0,train
The Sweetest Thing,2002-04-12,2002,69319426.0,train
xXx,2002-08-09,2002,277448382.0,train
Equilibrium,2002-12-06,2002,5368217.0,train
The Scorpion King,2002-04-19,2002,180630907.0,train
Punch-Drunk Love,2002-11-01,2002,24675714.0,train
Die Another Day,2002-11-22,2002,431971116.0,train
The Time Machine,2002-03-08,2002,123729176.0,train
Bend It Like Beckham,2003-08-01,2002,76585828.0,train
The Transporter,2002-10-11,2002,43928932.0,train
Blue Crush,2002-08-16,2002,51843679.0,train
Ghost Ship,2002-10-25,2002,68349884.0,train
Van Wilder,2002-04-05,2002,38275483.0,train
Maid in Manhattan,2002-12-13,2002,154906693.0,train
Spirit: Stallion of the Cimarron,2002-05-24,2002,122563539.0,train
Blade II,2002-03-22,2002,155010032.0,train
Frida,2002-11-22,2002,56298474.0,train
Phone Booth,2003-04-04,2002,97837138.0,train
About a Boy,2002-05-17,2002,130549455.0,train
Confessions of a Dangerous Mind,2003-01-24,2002,33013805.0,train
Kung Pow: Enter the Fist,2002-01-25,2002,16994625.0,train
Hero,2004-08-27,2002,177395557.0,train
Star Trek: Nemesis,2002-12-13,2002,67336470.0,train
Eight Legged Freaks,2002-07-17,2002,45867333.0,train
Queen of the Damned,2002-02-22,2002,45479110.0,train
Femme Fatale,2002-11-06,2002,16838910.0,train
The Hours,2003-02-14,2002,108846072.0,train
40 Days and 40 Nights,2002-03-01,2002,95146283.0,train
One Hour Photo,2002-09-13,2002,52223306.0,train
Cabin Fever,2003-09-12,2002,30553394.0,train
Secret Things,2002-10-16,2002,234255.0,train
The New Guy,2002-05-10,2002,31167388.0,train
Orange County,2002-01-11,2002,43325009.0,train
Mr. Deeds,2002-06-28,2002,171269535.0,train
Devdas,2002-07-12,2002,5427830.0,train
John Q,2002-02-15,2002,102244770.0,train
Crossroads,2002-02-15,2002,61141030.0,train
25th Hour,2003-01-10,2002,23932055.0,train
Infernal Affairs,2002-12-12,2002,8836958.0,train
Solaris,2002-11-27,2002,30002758.0,train
Like Mike,2002-07-03,2002,62274780.0,train
The Rules of Attraction,2002-10-11,2002,11832822.0,train
I Spy,2002-11-01,2002,51386477.0,train
The Mothman Prophecies,2002-01-25,2002,55305279.0,train
Antwone Fisher,2003-01-10,2002,23367586.0,train
The Good Girl,2002-08-30,2002,16860964.0,train
Spun,2003-02-07,2002,685608.0,train
Sympathy for Mr. Vengeance,2002-03-29,2002,2046061.0,train
Enough,2002-05-24,2002,51806184.0,train
High Crimes,2002-04-05,2002,63781810.0,train
Two Weeks Notice,2002-12-20,2002,199043471.0,train
Death to Smoochy,2002-03-29,2002,8382938.0,train
The Four Feathers,2002-09-20,2002,29882645.0,train
Better Luck Tomorrow,2003-04-25,2002,3809226.0,train
Big Fat Liar,2002-02-08,2002,52970014.0,train
About Schmidt,2003-01-03,2002,105834556.0,train
The Master of Disguise,2002-08-02,2002,43411001.0,train
Drumline,2002-12-13,2002,57588485.0,train
Halloween: Resurrection,2002-07-12,2002,37664855.0,train
Windtalkers,2002-06-14,2002,77628265.0,train
Friday After Next,2002-11-22,2002,33526835.0,train
Eye See You,2002-01-17,2002,6632383.0,train
Undercover Brother,2002-05-31,2002,41604473.0,train
Spy Kids 2: Island of Lost Dreams,2002-08-07,2002,119723358.0,train
Tuck Everlasting,2002-10-11,2002,19344615.0,train
The Rookie,2002-03-29,2002,80693537.0,train
Murder by Numbers,2002-04-19,2002,56714147.0,train
Hart's War,2002-02-15,2002,32287044.0,train
Asterix & Obelix: Mission Cleopatra,2005-06-24,2002,128027976.0,train
Swept Away,2002-10-11,2002,1036520.0,train
May,2003-04-11,2002,264349.0,train
Dragonfly,2002-02-22,2002,52323400.0,train
Juwanna Mann,2002-06-21,2002,13802599.0,train
Divine Secrets of the Ya-Ya Sisterhood,2002-06-07,2002,73839240.0,train
Dirty Pretty Things,2003-09-05,2002,13904766.0,train
Paid in Full,2002-10-25,2002,3116526.0,train
The Tuxedo,2002-09-27,2002,104391623.0,train
Swimfan,2002-09-06,2002,34411240.0,train
Talk to Her,2003-02-14,2002,64790996.0,train
Lilya 4-Ever,2002-08-23,2002,1007747.0,train
Serving Sara,2002-08-23,2002,20146150.0,train
K-19: The Widowmaker,2002-07-19,2002,65716126.0,train
Stuart Little 2,2002-07-19,2002,169956806.0,train
Igby Goes Down,2002-10-04,2002,6919198.0,train
24 Hour Party People,2002-09-20,2002,2801397.0,train
Rollerball,2002-02-08,2002,25852764.0,train
Changing Lanes,2002-04-12,2002,94935764.0,train
White Oleander,2002-10-11,2002,21672284.0,train
Below,2002-10-18,2002,2622015.0,train
Big Trouble,2002-04-05,2002,8493890.0,train
Far from Heaven,2003-01-10,2002,29027914.0,train
Bubba Ho-Tep,2003-10-10,2002,1239183.0,train
S1m0ne,2002-08-23,2002,19576023.0,train
Auto Focus,2002-11-01,2002,2704951.0,train
Blood Work,2002-08-09,2002,31794718.0,train
Collateral Damage,2002-02-08,2002,78382433.0,train
Undisputed,2002-08-23,2002,14946150.0,train
The Salton Sea,2002-06-21,2002,1073198.0,train
Ju-on: The Grudge,2003-01-25,2002,3657876.0,train
Barbershop,2002-09-13,2002,77063924.0,train
Whale Rider,2003-08-29,2002,41062976.0,train
Rabbit-Proof Fence,2003-01-31,2002,16217411.0,train
Trapped,2002-09-20,2002,13414416.0,train
Narc,2003-01-10,2002,12633747.0,train
In America,2004-02-06,2002,25382911.0,train
Dark Blue,2003-02-21,2002,12150301.0,train
Dahmer,,2002,144008.0,train
Boat Trip,2003-03-21,2002,15020293.0,train
The Magdalene Sisters,2003-08-29,2002,21107578.0,train
Nicholas Nickleby,2003-06-27,2002,3651462.0,train
Bad Company,2002-06-07,2002,66200782.0,train
8 Women,2002-10-04,2002,42426583.0,train
Spider,2002-11-13,2002,5808941.0,train
Snow Dogs,2002-01-18,2002,115035090.0,train
The Quiet American,2003-03-07,2002,27674124.0,train
The Santa Clause 2,2002-11-01,2002,172855065.0,train
Laurel Canyon,2003-03-28,2002,4412203.0,train
Slackers,2002-02-01,2002,6413915.0,train
Sorority Boys,2002-03-22,2002,12517488.0,train
The Country Bears,2002-07-26,2002,18012097.0,train
All About the Benjamins,2002-03-08,2002,26306533.0,train
Abandon,2002-10-18,2002,12302219.0,train
Gerry,2002-09-20,2002,254683.0,train
The Spanish Apartment,2003-06-20,2002,33272835.0,train
Clockstoppers,2002-03-29,2002,38793283.0,train
Pumpkin,2004-03-12,2002,308552.0,train
Peter Pan 2: Return to Never Land,2002-02-15,2002,115121981.0,train
Russian Ark,2003-04-19,2002,8690168.0,train
Poolhall Junkies,2003-02-28,2002,563711.0,train
Feardotcom,2002-08-30,2002,18902015.0,train
Morvern Callar,2002-11-01,2002,772336.0,train
No Good Deed,2014-11-20,2002,1440653.0,train
Darkness,2004-12-25,2002,33988736.0,train
Analyze That,2002-12-06,2002,55003135.0,train
The Banger Sisters,2002-09-20,2002,38068353.0,train
Demonlover,2002-11-06,2002,462976.0,train
The Wild Thornberrys,2002-12-20,2002,60694737.0,train
The Adventures of Pluto Nash,2002-08-16,2002,7103973.0,train
Bloody Sunday,2002-04-19,2002,1758689.0,train
Eight Crazy Nights,2002-11-27,2002,23833131.0,train
Full Frontal,2002-08-02,2002,3438804.0,train
Moonlight Mile,2002-10-04,2002,10011050.0,train
Half Past Dead,2002-11-15,2002,19233280.0,train
Life or Something Like It,2002-04-26,2002,16872671.0,train
Showtime,2002-03-15,2002,77885672.0,train
Open Hearts,2002-09-06,2002,1692272.0,train
Ted Bundy,2002-11-22,2002,68716.0,train
Sex Is Comedy,2002-06-05,2002,411830.0,train
Ballistic: Ecks vs. Sever,2002-09-20,2002,20154899.0,train
Brown Sugar,2002-10-11,2002,28316451.0,train
Deuces Wild,2002-05-03,2002,6282446.0,train
Pinocchio,2002-12-25,2002,44310395.0,train
The Emperor's Club,2002-11-22,2002,16318449.0,train
All or Nothing,2002-10-18,2002,2845696.0,train
Sweet Sixteen,2002-10-04,2002,3633509.0,train
Real Women Have Curves,2002-11-08,2002,7777790.0,train
The Crocodile Hunter: Collision Course,2002-07-12,2002,33082548.0,train
Possession,2002-08-30,2002,14815898.0,train
City by the Sea,2002-09-06,2002,29676703.0,train
Heaven,2002-02-21,2002,4247089.0,train
XX/XY,2003-07-18,2002,104130.0,train
Sonny,2003-03-21,2002,132221.0,train
Kill Bill: Vol. 1,2003-10-10,2003,180906076.0,train
Pirates of the Caribbean: the Curse of the Black Pearl,2003-07-09,2003,654264015.0,train
The Lord of the Rings: The Return of the King,2003-12-17,2003,1146030912.0,train
Old School,2003-02-21,2003,87135520.0,train
Mystic River,2003-10-15,2003,156595191.0,train
Love Actually,2003-11-14,2003,245203167.0,train
The Life of David Gale,2003-02-21,2003,38955598.0,train
2 Fast 2 Furious,2003-06-06,2003,236350661.0,train
Underworld,2003-09-19,2003,95708457.0,train
Oldboy,2003-11-21,2003,15189934.0,train
Lost in Translation,2003-10-03,2003,118686937.0,train
Looney Tunes: Back in Action,2003-11-14,2003,68514844.0,train
Big Fish,2004-01-09,2003,123218424.0,train
The Matrix Reloaded,2003-05-15,2003,741847937.0,train
The Dreamers,2004-02-20,2003,24152155.0,train
Memories of Murder,2003-05-02,2003,1162593.0,train
Finding Nemo,2003-05-30,2003,940352645.0,train
Hulk,2003-06-20,2003,245285165.0,train
School of Rock,2003-10-03,2003,131095990.0,train
Thirteen,2003-09-19,2003,10128960.0,train
Wrong Turn,2003-05-30,2003,28650575.0,train
The Italian Job,2003-05-30,2003,176070171.0,train
Terminator 3: Rise of the Machines,2003-07-02,2003,433371112.0,train
Peter Pan,2003-12-25,2003,121975011.0,train
Monster,2004-01-30,2003,58469210.0,train
The Matrix Revolutions,2003-11-05,2003,427344325.0,train
Daredevil,2003-02-14,2003,179179718.0,train
Master and Commander: the Far Side of the World,2003-11-14,2003,211622535.0,train
The Missing,2003-11-26,2003,38364277.0,train
The Room,2003-06-27,2003,4988181.0,train
The Texas Chainsaw Massacre,2003-10-17,2003,107363905.0,train
S.W.A.T.,2003-08-08,2003,207725639.0,train
The Last Samurai,2003-12-05,2003,454627263.0,train
Holes,2003-04-18,2003,71406573.0,train
Timeline,2003-11-26,2003,43935763.0,train
X2: X-Men United,2003-05-02,2003,407711549.0,train
The Rundown,2003-09-26,2003,80981914.0,train
House of 1000 Corpses,2003-04-11,2003,16829545.0,train
Identity,2003-04-25,2003,90259536.0,train
Once Upon a Time in Mexico,2003-09-12,2003,98769390.0,train
Swimming Pool,2003-08-01,2003,22441497.0,train
Cold Mountain,2003-12-25,2003,173013509.0,train
Cheaper by the Dozen,2003-12-25,2003,190538630.0,train
In the Cut,2003-10-31,2003,23726793.0,train
Secondhand Lions,2003-09-19,2003,48260279.0,train
Scary Movie 3,2003-10-24,2003,220673217.0,train
How to Lose a Guy in 10 Days,2003-02-07,2003,177502387.0,train
The League of Extraordinary Gentlemen,2003-07-11,2003,179265204.0,train
What a Girl Wants,2003-04-04,2003,50732139.0,train
Bad Boys II,2003-07-18,2003,273339556.0,train
Open Range,2003-08-15,2003,68296293.0,train
Mona Lisa Smile,2003-12-19,2003,141337989.0,train
Freddy vs. Jason,2003-08-15,2003,116632628.0,train
Bruce Almighty,2003-05-23,2003,484592874.0,train
Dogville,2004-04-23,2003,16689283.0,train
Elf,2003-11-07,2003,223853736.0,train
Freaky Friday,2003-08-06,2003,160846332.0,train
Charlie's Angels: Full Throttle,2003-06-27,2003,259175788.0,train
Legally Blonde 2,2003-07-02,2003,124914842.0,train
Dickie Roberts: Former Child Star,2003-09-05,2003,23769505.0,train
Anger Management,2003-04-11,2003,195745823.0,train
Open Water,2004-08-20,2003,54683487.0,train
Something's Gotta Give,2003-12-12,2003,265328738.0,train
Girl with a Pearl Earring,2004-01-30,2003,33030115.0,train
The Cat in the Hat,2003-11-21,2003,133960541.0,train
Brother Bear,2003-11-01,2003,250397798.0,train
The Brown Bunny,2003-11-14,2003,402599.0,train
Tears of the Sun,2003-03-07,2003,86468162.0,train
Final Destination 2,2003-01-31,2003,90941129.0,train
21 Grams,2004-01-16,2003,60427839.0,train
Intolerable Cruelty,2003-10-10,2003,120801243.0,train
Johnny English,2003-07-18,2003,160466000.0,train
The Hunted,2003-03-14,2003,46061847.0,train
Matchstick Men,2003-09-12,2003,65565672.0,train
Under the Tuscan Sun,2003-09-26,2003,58878723.0,train
Seabiscuit,2003-07-25,2003,148336445.0,train
American Wedding,2003-08-01,2003,232722935.0,train
Just Married,2003-01-10,2003,101564935.0,train
High Tension,2005-06-10,2003,6291958.0,train
Lara Croft Tomb Raider: The Cradle of Life,2003-07-25,2003,160099222.0,train
Elephant,2003-11-14,2003,10012022.0,train
Darkness Falls,2003-01-24,2003,47488536.0,train
Spy Kids 3-D: Game Over,2003-07-25,2003,197101678.0,train
Gigli,2003-08-01,2003,7266209.0,train
Out of Time,2003-10-03,2003,55495563.0,train
The Core,2003-03-28,2003,73498611.0,train
Dumb and Dumberer: When Harry Met Lloyd,2003-06-13,2003,39267515.0,train
Runaway Jury,2003-10-17,2003,80154140.0,train
Jeepers Creepers 2,2003-08-29,2003,63102666.0,train
Shanghai Knights,2003-02-07,2003,88323487.0,train
Dreamcatcher,2003-03-21,2003,81240406.0,train
"Spring, Summer, Fall, Winter... and Spring",2004-05-28,2003,8945072.0,train
Daddy Day Care,2003-05-09,2003,164433867.0,train
Paycheck,2003-12-25,2003,117248958.0,train
Duplex,2003-09-26,2003,19322135.0,train
Honey,2003-12-05,2003,62228395.0,train
Wonderland,2003-10-24,2003,2466444.0,train
The Haunted Mansion,2003-11-26,2003,182290266.0,train
Sinbad: Legend of the Seven Seas,2003-07-02,2003,80773077.0,train
House of the Dead,2003-10-10,2003,13818181.0,train
Gods and Generals,2003-02-21,2003,12923936.0,train
House of Sand and Fog,2004-01-09,2003,16763804.0,train
A Man Apart,2003-04-04,2003,44350926.0,train
The Station Agent,2003-12-05,2003,8701337.0,train
Good Bye Lenin!,2004-05-14,2003,79316957.0,train
Basic,2003-03-28,2003,42792561.0,train
The Human Stain,2003-12-18,2003,22954068.0,train
Grind,2003-08-15,2003,5141166.0,train
Gothika,2003-11-21,2003,141591324.0,train
Agent Cody Banks,2003-03-14,2003,58795814.0,train
Ong-Bak: The Thai Warrior,2005-02-11,2003,20235426.0,train
Bad Santa,2003-11-26,2003,76490720.0,train
Shattered Glass,2003-11-26,2003,2944752.0,train
The Lizzie McGuire Movie,2003-05-02,2003,55534455.0,train
The Cooler,2004-01-16,2003,10464788.0,train
Cradle 2 the Grave,2003-02-28,2003,56489558.0,train
Uptown Girls,2003-08-15,2003,44617342.0,train
A Mighty Wind,2003-05-09,2003,18750246.0,train
Cold Creek Manor,2003-09-19,2003,29119434.0,train
Calendar Girls,2004-01-01,2003,93400759.0,train
Kal Ho Naa Ho,2003-11-28,2003,13200241.0,train
View from the Top,2003-03-21,2003,19526014.0,train
Malibu's Most Wanted,2003-04-18,2003,34622504.0,train
Kangaroo Jack,2003-01-17,2003,88929111.0,train
The Return,2003-06-25,2003,8482993.0,train
Radio,2003-10-24,2003,53293628.0,train
The Recruit,2003-01-31,2003,101191884.0,train
Coffee and Cigarettes,2004-06-11,2003,7929307.0,train
Young Adam,2003-09-26,2003,2561820.0,train
Hollywood Homicide,2003-06-13,2003,51142659.0,train
Evil,2003-09-26,2003,528245.0,train
National Security,2003-01-17,2003,50097949.0,train
The Triplets of Belleville,2004-02-13,2003,14776760.0,train
Untold Scandal,2003-10-02,2003,5762801.0,train
Twentynine Palms,2003-09-17,2003,167999.0,train
Stuck on You,2003-12-12,2003,65784503.0,train
Ned Kelly,2004-03-26,2003,6585516.0,train
Tokyo Godfathers,2003-11-08,2003,453133.0,train
Dorm Daze,2004-08-20,2003,436365.0,train
The Blind Swordsman: Zatoichi,2003-09-06,2003,34196922.0,train
Bright Young Things,2003-10-03,2003,2905499.0,train
Love Me If You Dare,2004-05-28,2003,8604201.0,train
Bulletproof Monk,2003-04-16,2003,37713879.0,train
Down with Love,2003-05-16,2003,39468111.0,train
Biker Boyz,2003-01-31,2003,23510621.0,train
The Green Butchers,2003-03-21,2003,3783.0,train
The Medallion,2003-08-22,2003,34268701.0,train
American Splendor,2003-09-12,2003,7986084.0,train
The Shape of Things,2003-05-16,2003,826617.0,train
Party Monster,2003-10-17,2003,782606.0,train
Bringing Down the House,2003-03-07,2003,164729679.0,train
Willard,2003-03-14,2003,8564586.0,train
Love Don't Cost a Thing,2003-12-12,2003,21964072.0,train
The Best of Youth,2003-06-20,2003,2799773.0,train
The in-Laws,2003-05-23,2003,26891849.0,train
Confidence,2003-04-25,2003,23014206.0,train
Latter Days,2004-07-01,2003,865028.0,train
Beyond Borders,2003-10-24,2003,11705002.0,train
It Runs in the Family,2003-04-25,2003,8211508.0,train
Chasing Papi,2003-04-16,2003,12661189.0,train
The Fighting Temptations,2003-09-19,2003,33972062.0,train
Anything Else,2003-09-19,2003,13585075.0,train
I Capture the Castle,2003-08-08,2003,6586341.0,train
Camp,2003-08-29,2003,2707738.0,train
The Jungle Book 2,2003-02-14,2003,186303759.0,train
My Boss's Daughter,2003-08-22,2003,18191005.0,train
A Guy Thing,2003-01-17,2003,17432163.0,train
Intermission,2004-04-16,2003,5175215.0,train
All the Real Girls,2003-08-01,2003,579986.0,train
From Justin to Kelly,2003-06-20,2003,4928883.0,train
Owning Mahowny,2003-09-25,2003,1271244.0,train
Head of State,2003-03-28,2003,38620484.0,train
The Singing Detective,2003-11-14,2003,435625.0,train
Pieces of April,2003-11-28,2003,3282321.0,train
Code 46,2004-09-17,2003,886018.0,train
Time of the Wolf,2003-10-08,2003,499149.0,train
Barely Legal,2006-05-25,2003,83439.0,train
Nathalie...,2004-01-07,2003,5254422.0,train
The Order,2003-09-05,2003,11560806.0,train
Gozu,2004-07-14,2003,58202.0,train
Veronica Guerin,2003-10-17,2003,9439660.0,train
Shade,2004-05-09,2003,459098.0,train
The Mother,2004-06-18,2003,3039587.0,train
Sylvia,2003-10-31,2003,2917393.0,train
Rugrats Go Wild,2003-06-13,2003,55250496.0,train
The Divorce,2003-08-29,2003,12991996.0,train
Luther,2003-09-26,2003,29632684.0,train
Pride and Prejudice,2003-12-05,2003,377271.0,train
Saints and Soldiers,2005-03-25,2003,1310470.0,train
Carandiru,2003-04-11,2003,10781635.0,train
Taxi 3,2003-01-29,2003,65497208.0,train
My Life Without Me,2003-03-07,2003,9781854.0,train
The Company,2004-05-07,2003,6415017.0,train
The Barbarian Invasions,2004-03-05,2003,34883010.0,train
Good Boy,2003-10-10,2003,45490616.0,train
The United States of Leland,2005-03-25,2003,343847.0,train
How to Deal,2003-07-18,2003,14390329.0,train
It's All About Love,2003-01-10,2003,478996.0,train
Masked and Anonymous,2003-08-08,2003,546106.0,train
Control,2003-11-20,2003,1277800.0,train
The Girl Next Door,2004-04-09,2004,30381722.0,train
EuroTrip,2004-02-20,2004,22605153.0,train
Dodgeball: A True Underdog Story,2004-06-18,2004,168423227.0,train
White Chicks,2004-06-23,2004,113100873.0,train
Mean Girls,2004-04-30,2004,130126277.0,train
Harry Potter and the Prisoner of Azkaban,2004-06-04,2004,797361618.0,train
Troy,2004-05-14,2004,497409852.0,train
Eternal Sunshine of the Spotless Mind,2004-03-19,2004,74036715.0,train
Kill Bill: Vol. 2,2004-04-16,2004,154118820.0,train
The Notebook,2004-06-25,2004,117815157.0,train
The Terminal,2004-06-18,2004,219100084.0,train
Van Helsing,2004-05-07,2004,300157638.0,train
The Incredibles,2004-11-05,2004,631607053.0,train
Saw,2004-10-29,2004,103911669.0,train
Collateral,2004-08-06,2004,220239925.0,train
The Aviator,2004-12-25,2004,213719942.0,train
Spider-Man 2,2004-06-30,2004,788976453.0,train
The Punisher,2004-04-16,2004,54700105.0,train
"I, Robot",2004-07-16,2004,353133898.0,train
Howl's Moving Castle,2005-06-17,2004,236214446.0,train
Spanglish,2004-12-17,2004,55470154.0,train
Million Dollar Baby,2005-01-28,2004,216763646.0,train
Shaun of the Dead,2004-09-24,2004,30097092.0,train
The Village,2004-07-30,2004,256697520.0,train
My Summer of Love,2005-07-01,2004,2766976.0,train
The Butterfly Effect,2004-01-23,2004,96822421.0,train
The Day After Tomorrow,2004-05-28,2004,552639571.0,train
Layer Cake,2005-06-03,2004,11850214.0,train
Napoleon Dynamite,2004-08-27,2004,46138887.0,train
50 First Dates,2004-02-13,2004,198520934.0,train
Man on Fire,2004-04-23,2004,130834852.0,train
Downfall,2005-04-08,2004,92181574.0,train
13 Going on 30,2004-04-23,2004,96455697.0,train
Shrek 2,2004-05-19,2004,928760770.0,train
Crash,2005-05-06,2004,98410061.0,train
The Bourne Supremacy,2004-07-23,2004,290835269.0,train
Dawn of the Dead,2004-03-19,2004,102278712.0,train
The Passion of the Christ,2004-02-25,2004,612054506.0,train
Resident Evil: Apocalypse,2004-09-10,2004,129342769.0,train
Hellboy,2004-04-02,2004,99378985.0,train
Anchorman: The Legend of Ron Burgundy,2004-07-09,2004,90709367.0,train
Walking Tall,2004-04-02,2004,57223890.0,train
The Life Aquatic with Steve Zissou,2004-12-25,2004,34809623.0,train
A Series of Unfortunate Events,2004-12-17,2004,211468235.0,train
The Machinist,2004-12-03,2004,8203235.0,train
The Phantom of the Opera,2004-12-10,2004,154649125.0,train
Closer,2004-12-03,2004,115505027.0,train
National Treasure,2004-11-19,2004,347512318.0,train
Alexander,2004-11-24,2004,167298192.0,train
The Chronicles of Riddick,2004-06-11,2004,115900534.0,train
9 Songs,2005-03-11,2004,1590308.0,train
The Manchurian Candidate,2004-07-30,2004,96105910.0,train
King Arthur,2004-07-07,2004,203567857.0,train
Ocean's Twelve,2004-12-10,2004,362744280.0,train
Harold & Kumar Go to White Castle,2004-07-30,2004,23936908.0,train
Blade: Trinity,2004-12-08,2004,131977904.0,train
Alien vs. Predator,2004-08-13,2004,177427090.0,train
Meet the Fockers,2004-12-22,2004,522657936.0,train
Sideways,2004-10-22,2004,109706931.0,train
Friday Night Lights,2004-10-08,2004,61950770.0,train
Starsky & Hutch,2004-03-05,2004,170268750.0,train
Shark Tale,2004-10-01,2004,374583879.0,train
Before Sunset,2004-07-30,2004,15936507.0,train
Ella Enchanted,2004-04-09,2004,27388767.0,train
Primer,2005-05-27,2004,545436.0,train
A Cinderella Story,2004-07-16,2004,70067909.0,train
Along Came Polly,2004-01-16,2004,178311729.0,train
Somersault,2004-09-16,2004,1482316.0,train
The SpongeBob SquarePants Movie,2004-11-19,2004,141067127.0,train
Scooby-Doo 2: Monsters Unleashed,2004-03-26,2004,181216833.0,train
The Ladykillers,2004-03-26,2004,76665191.0,train
Hotel Rwanda,2005-02-04,2004,33882243.0,train
Taking Lives,2004-03-19,2004,65470529.0,train
Kung Fu Hustle,2005-04-22,2004,104882445.0,train
The Perfect Score,2004-01-30,2004,10898337.0,train
Garden State,2004-08-20,2004,35825316.0,train
The Princess Diaries 2: Royal Engagement,2004-08-11,2004,134734481.0,train
Twisted,2004-02-27,2004,40954603.0,train
Catwoman,2004-07-23,2004,82102379.0,train
Seed of Chucky,2004-11-12,2004,24829644.0,train
2046,2004-09-29,2004,20205757.0,train
Torque,2004-01-16,2004,46546197.0,train
Ray,2004-10-29,2004,123971376.0,train
Chasing Liberty,2004-01-09,2004,12313323.0,train
Secret Window,2004-03-12,2004,92913171.0,train
Bride & Prejudice,2005-03-11,2004,24716440.0,train
Finding Neverland,2004-12-17,2004,116650613.0,train
Team America: World Police,2004-10-15,2004,50826898.0,train
Sleepover,2004-07-09,2004,10143022.0,train
The Grudge,2004-10-22,2004,187281115.0,train
Around the World in 80 Days,2004-06-16,2004,72178895.0,train
Wimbledon,2004-09-17,2004,41682237.0,train
The Adventures of Sharkboy and Lavagirl 3-D,2005-06-10,2004,71992655.0,train
The Polar Express,2004-11-10,2004,314215454.0,train
Without a Paddle,2004-08-20,2004,73029190.0,train
Miracle,2004-02-06,2004,64445708.0,train
Mindhunters,2005-05-13,2004,21148829.0,train
Mysterious Skin,2005-06-24,2004,1532932.0,train
The Prince and Me,2004-04-02,2004,37666766.0,train
Taxi,2004-10-06,2004,71255003.0,train
Wicker Park,2004-09-03,2004,21741598.0,train
Cellular,2004-09-10,2004,57678321.0,train
Kinsey,2005-01-07,2004,17050017.0,train
Anacondas: The Hunt for the Blood Orchid,2004-08-27,2004,70992898.0,train
The Heart Is Deceitful Above All Things,2005-01-19,2004,217499.0,train
Confessions of a Teenage Drama Queen,2004-02-20,2004,33251890.0,train
Raising Helen,2004-05-28,2004,49718611.0,train
Fat Albert,2004-12-25,2004,48551322.0,train
Sky Captain and the World of Tomorrow,2004-09-17,2004,57947036.0,train
The Final Cut,2004-10-15,2004,3222439.0,train
