title,release_date,release_year,worldwide_box_office,split
Indian Summer,1993-04-23,1993,14904910.0,train
Once Upon a Forest,1993-06-18,1993,6582052.0,train
Posse,1993-05-14,1993,18289763.0,train
Flesh and Bone,1993-11-05,1993,9709451.0,train
Sommersby,1993-02-05,1993,140081992.0,train
Even Cowgirls Get the Blues,1994-05-20,1993,1708873.0,train
Life with Mikey,1993-06-04,1993,12440858.0,train
Best of the Best II,1993-03-05,1993,6608687.0,train
The Thief and the Cobbler,1995-08-25,1993,669276.0,train
My Boyfriend's Back,1993-08-06,1993,3335984.0,train
Warlock: The Armageddon,1993-09-24,1993,3902679.0,train
The Scent of Green Papaya,1994-01-28,1993,1700992.0,train
Kika,1994-05-06,1993,2019581.0,train
Wide Sargasso Sea,1993-04-16,1993,1614784.0,train
Iron Monkey,2001-10-12,1993,14694904.0,train
Mr. Nanny,1993-10-08,1993,4348572.0,train
The Real McCoy,1993-09-10,1993,6484246.0,train
3 Ninjas: Knuckle Up,1995-04-07,1993,413479.0,train
Father Hood,1993-08-27,1993,3418141.0,train
"Faraway, So Close!",1993-12-21,1993,810455.0,train
Dangerous Game,1993-11-19,1993,1261210.0,train
Deadfall,1993-10-08,1993,18369.0,train
A Home of Our Own,1993-11-05,1993,1677807.0,train
A Far Off Place,1993-03-12,1993,12890752.0,train
Guilty as Sin,1993-06-04,1993,22866222.0,train
The Wedding Banquet,1993-08-04,1993,6933459.0,train
Another Stakeout,1993-07-23,1993,20208496.0,train
Aspen Extreme,1993-01-22,1993,8041049.0,train
Suture,1994-08-24,1993,102780.0,train
Blink,1994-01-26,1993,16696219.0,train
Where the Rivers Flow North,1994-03-04,1993,595505.0,train
Sugar Hill,1994-02-25,1993,18225518.0,train
Man's Best Friend,1993-11-19,1993,12974636.0,train
Mr. Jones,1993-10-08,1993,8345845.0,train
Carnosaur,1993-05-21,1993,1753979.0,train
Mr. Wonderful,1993-10-15,1993,3125424.0,train
Cop & ½,1993-04-02,1993,40689691.0,train
Madadayo,1993-04-17,1993,596.0,train
Caro diario,1994-09-30,1993,225278.0,train
Jack the Bear,1993-04-02,1993,5145823.0,train
Money for Nothing,1993-09-10,1993,1039824.0,train
Naked in New York,1994-04-13,1993,1038959.0,train
Son of the Pink Panther,1993-08-27,1993,2438031.0,train
Jung on zo,1993-06-24,1993,3741869.0,train
Totally F***ed Up,1995-01-13,1993,101071.0,train
"Bodies, Rest & Motion",1993-04-09,1993,764724.0,train
House of Cards,1993-06-25,1993,322871.0,train
Bhaji on the Beach,,1993,735162.0,train
Silent Tongue,1995-01-27,1993,61274.0,train
Amos & Andrew,1993-03-05,1993,9745803.0,train
Splitting Heirs,1993-04-30,1993,3246063.0,train
Born Yesterday,1993-03-26,1993,17952857.0,train
Mother's Boys,1994-03-18,1993,737548.0,train
The Nutcracker,1993-11-24,1993,2119994.0,train
Philadelphia Experiment II,1994-06-04,1993,2970.0,train
Fear of a Black Hat,1994-06-03,1993,233824.0,train
Boiling Point,1993-04-16,1993,10058318.0,train
A Dangerous Woman,1993-12-03,1993,1497222.0,train
Josh and S.A.M.,1993-11-24,1993,1640220.0,train
Ethan Frome,1993-03-12,1993,296081.0,train
The Night We Never Met,1993-04-30,1993,1884814.0,train
The Shawshank Redemption,1994-10-14,1994,28817291.0,train
Pulp Fiction,1994-10-14,1994,213928762.0,train
Forrest Gump,1994-07-06,1994,678226133.0,train
Léon: The Professional,1994-11-18,1994,19552639.0,train
True Lies,1994-07-15,1994,378882411.0,train
The Lion King,1994-06-24,1994,1083720877.0,train
The Mask,1994-07-29,1994,351583407.0,train
Speed,1994-06-10,1994,350448145.0,train
Stargate,1994-10-28,1994,196567262.0,train
The Little Rascals,1994-08-05,1994,67308282.0,train
Dumb and Dumber,1994-12-16,1994,247275374.0,train
Legends of the Fall,1995-01-13,1994,160638883.0,train
Natural Born Killers,1994-08-26,1994,50283563.0,train
The Crow,1994-05-13,1994,50693129.0,train
Interview with the Vampire: the Vampire Chronicles,1994-11-11,1994,223664608.0,train
Four Weddings and a Funeral,1994-04-15,1994,245700832.0,train
The Flintstones,1994-05-27,1994,341631208.0,train
Ace Ventura: Pet Detective,1994-02-04,1994,107217396.0,train
Little Women,1994-12-25,1994,50083616.0,train
Street Fighter,1994-12-23,1994,99431786.0,train
Chungking Express,1996-03-08,1994,1432358.0,train
Clear and Present Danger,1994-08-03,1994,215887717.0,train
D2: The Mighty Ducks,1994-03-25,1994,45610410.0,train
Heavenly Creatures,1994-10-14,1994,3049135.0,train
Clerks,1994-11-09,1994,3151130.0,train
Camp Nowhere,1994-08-26,1994,10475705.0,train
Maverick,1994-05-20,1994,183031272.0,train
Wyatt Earp,1994-06-24,1994,25052000.0,train
The Last Seduction,1994-10-26,1994,5842603.0,train
"The Adventures of Priscilla, Queen of the Desert",1994-08-10,1994,11265402.0,train
Little Giants,1994-10-14,1994,19306362.0,train
Ed Wood,1994-10-07,1994,5887457.0,train
Star Trek: Generations,1994-11-18,1994,118071125.0,train
Disclosure,1994-12-09,1994,214015089.0,train
Angels in the Outfield,1994-07-15,1994,50236831.0,train
In the Mouth of Madness,1995-02-03,1994,8924549.0,train
Richie Rich,1994-12-21,1994,38087756.0,train
Beverly Hills Cop III,1994-05-25,1994,119208989.0,train
Reality Bites,1994-02-18,1994,33351557.0,train
Naked Gun 33 1/3: the Final Insult,1994-03-18,1994,51132598.0,train
Sirens,1994-03-25,1994,7770731.0,train
Three Colors: Red,1994-11-23,1994,3581969.0,train
Junior,1994-11-23,1994,108431355.0,train
New Nightmare,1994-10-14,1994,19721741.0,train
Baby's Day Out,1994-07-01,1994,16827402.0,train
The River Wild,1994-09-30,1994,94216343.0,train
Airheads,1994-08-05,1994,5751882.0,train
Texas Chainsaw Massacre: The Next Generation,1994-01-01,1994,185898.0,train
The Next Karate Kid,1994-09-09,1994,15876353.0,train
Blown Away,1994-07-01,1994,30156002.0,train
Color of Night,1994-08-19,1994,19726050.0,train
North,1994-07-22,1994,7182747.0,train
Muriel's Wedding,1995-03-31,1994,15482277.0,train
The Client,1994-07-20,1994,117615211.0,train
Blank Check,1994-02-11,1994,30577969.0,train
It Could Happen to You,1994-07-29,1994,37939757.0,train
Only You,1994-10-07,1994,20059210.0,train
Once Were Warriors,1995-03-03,1994,1608570.0,train
Wolf,1994-06-17,1994,131002597.0,train
Mary Shelley's Frankenstein,1994-11-04,1994,112006296.0,train
Exit to Eden,1994-10-14,1994,6841570.0,train
The Jungle Book,1994-12-25,1994,43229904.0,train
The Hudsucker Proxy,1994-03-11,1994,2816518.0,train
Timecop,1994-09-16,1994,101646581.0,train
The Santa Clause,1994-11-11,1994,190539357.0,train
The Specialist,1994-10-07,1994,170362582.0,train
The Pagemaster,1994-11-23,1994,13670688.0,train
Shallow Grave,1995-02-10,1994,2079569.0,train
Serial Mom,1994-04-13,1994,7820688.0,train
Bad Girls,1994-04-22,1994,15240435.0,train
The Shadow,1994-07-01,1994,48063435.0,train
When a Man Loves a Woman,1994-05-13,1994,50021959.0,train
Blue Sky,1994-09-16,1994,3359465.0,train
Quiz Show,1994-10-07,1994,24822619.0,train
Surviving the Game,1994-04-15,1994,7727256.0,train
My Father the Hero,1994-02-04,1994,25479558.0,train
Nell,1994-12-23,1994,106683817.0,train
Three Colors: White,1994-06-10,1994,1237219.0,train
My Girl 2,1994-02-11,1994,17359799.0,train
Chasers,1994-04-22,1994,1596687.0,train
The Getaway,1994-02-11,1994,30057974.0,train
Major League II,1994-03-30,1994,30626182.0,train
Torment,,1994,39003.0,train
Don Juan DeMarco,1995-04-07,1994,68792531.0,train
Exotica,1995-03-24,1994,4221036.0,train
Clifford,1994-04-01,1994,7408745.0,train
Thumbelina,1994-03-30,1994,11373501.0,train
Double Dragon,1994-11-04,1994,2341309.0,train
Death and the Maiden,1995-01-27,1994,3103716.0,train
PCU,1994-04-29,1994,4330020.0,train
The Postman,1996-03-22,1994,21898920.0,train
8 Seconds,1994-02-25,1994,19623396.0,train
The Madness of King George,1994-12-28,1994,15238689.0,train
Of Love and Shadows,1996-05-10,1994,1181182.0,train
Nobody's Fool,1995-01-13,1994,39491975.0,train
Wagons East,1994-08-26,1994,4412297.0,train
The Secret of Roan Inish,1995-02-03,1994,6159269.0,train
Above the Rim,1994-03-23,1994,16192320.0,train
Greedy,1994-03-04,1994,13137484.0,train
With Honors,1994-04-29,1994,20016254.0,train
Police Academy: Mission to Moscow,1994-08-26,1994,126247.0,train
Little Big League,1994-06-29,1994,12267790.0,train
On Deadly Ground,1994-02-18,1994,38590458.0,train
Ready to Wear,1994-12-25,1994,11300653.0,train
Bullets Over Broadway,1995-02-24,1994,13383747.0,train
Queen Margot,1994-12-09,1994,1318578.0,train
Crooklyn,1994-05-13,1994,13642861.0,train
Spanking the Monkey,1994-07-15,1994,1359736.0,train
The Legend of Drunken Master,2000-10-20,1994,11555430.0,train
Intersection,1994-01-21,1994,21355893.0,train
Sister My Sister,1995-07-14,1994,217881.0,train
Miracle on 34th Street,1994-11-18,1994,46264384.0,train
The Swan Princess,1994-11-18,1994,9771658.0,train
Threesome,1994-04-08,1994,14815317.0,train
The War,1994-11-04,1994,16928556.0,train
The Chase,1994-03-04,1994,7924955.0,train
Milk Money,1994-08-31,1994,18137661.0,train
Renaissance Man,1994-06-03,1994,24332324.0,train
S.F.W.,1995-01-20,1994,63513.0,train
Jason's Lyric,1994-09-28,1994,20851521.0,train
Immortal Beloved,1995-01-27,1994,9914409.0,train
Eat Drink Man Woman,1994-08-03,1994,7294403.0,train
Blue Chips,1994-02-18,1994,23070663.0,train
The Cowboy Way,1994-06-03,1994,20280016.0,train
No Escape,1994-04-29,1994,15339030.0,train
The Road to Wellville,1994-10-28,1994,6562513.0,train
Andre,1994-08-17,1994,16820893.0,train
Highlander: The Final Dimension,1995-01-27,1994,12303080.0,train
Cemetery Man,1996-04-26,1994,253986.0,train
Death Machine,1995-05-26,1994,3129045.0,train
Ashes of Time,1994-09-17,1994,1977198.0,train
Brainscan,1994-04-22,1994,4352094.0,train
Cabin Boy,1994-01-07,1994,3662459.0,train
Guarding Tess,1994-03-11,1994,27058304.0,train
Black Beauty,1994-07-29,1994,4630377.0,train
Iron Will,1994-01-14,1994,21006361.0,train
Drop Zone,1994-12-09,1994,28735315.0,train
To Live,1994-12-16,1994,2332728.0,train
In the Army Now,1994-08-12,1994,28881266.0,train
Trapped in Paradise,1994-12-02,1994,6017509.0,train
Death Wish: The Face of Death,1994-01-14,1994,1702394.0,train
City Slickers II: the Legend of Curly's Gold,1994-06-10,1994,43622150.0,train
"Corrina, Corrina",1994-08-26,1994,20164171.0,train
The Ref,1994-03-11,1994,11439193.0,train
I.Q.,1994-12-25,1994,26381221.0,train
3 Ninjas Kick Back,1994-05-06,1994,11798854.0,train
It's Pat: the Movie,1994-11-25,1994,60822.0,train
The Favor,1994-04-29,1994,3134381.0,train
The Paper,1994-03-25,1994,48424341.0,train
Terminal Velocity,1994-09-23,1994,16487349.0,train
China Moon,1994-03-04,1994,3038499.0,train
Cops and Robbersons,1994-04-15,1994,11391093.0,train
Little Odessa,1995-05-19,1994,1095885.0,train
Lassie,1994-07-22,1994,9979683.0,train
Monkey Trouble,1994-03-18,1994,16453258.0,train
Fresh,1994-09-02,1994,8094616.0,train
The Puppet Masters,1994-10-21,1994,8647042.0,train
The Scout,1994-09-30,1994,2694234.0,train
Backbeat,1994-04-15,1994,2392589.0,train
Leprechaun 2,1994-04-08,1994,2260622.0,train
Love Affair,1994-10-21,1994,18272894.0,train
Mixed Nuts,1994-12-21,1994,6821850.0,train
Silent Fall,1994-10-28,1994,3180674.0,train
House Party 3,1994-01-12,1994,19281235.0,train
The Air Up There,1994-01-07,1994,21011318.0,train
Sleep with Me,1994-11-02,1994,200151.0,train
Princess Caraboo,1994-09-16,1994,3062530.0,train
A Low Down Dirty Shame,1994-11-23,1994,29392418.0,train
Lightning Jack,1994-03-11,1994,16821273.0,train
A Pure Formality,1995-05-26,1994,190749.0,train
Swimming with Sharks,1995-04-21,1994,382928.0,train
I Love Trouble,1994-06-29,1994,30806194.0,train
A Troll in Central Park,1994-10-07,1994,71368.0,train
Blankman,1994-08-19,1994,7941977.0,train
Trading Mom,1994-05-13,1994,319123.0,train
A Simple Twist of Fate,1994-09-02,1994,3430583.0,train
Farinelli,1995-03-17,1994,1600226.0,train
Priest,1995-03-24,1994,4165845.0,train
Mrs. Parker and the Vicious Circle,1994-11-23,1994,2144667.0,train
Barcelona,1994-07-29,1994,7266973.0,train
Pred dozhdot,1995-02-24,1994,763847.0,train
Burnt by the Sun,1995-04-21,1994,2313461.0,train
War of the Buttons,1995-09-29,1994,12712.0,train
There Goes My Baby,1994-09-02,1994,123509.0,train
The Sum of Us,1995-03-08,1994,766464.0,train
Radioland Murders,1994-10-21,1994,1316865.0,train
The Inkwell,1994-04-22,1994,8880705.0,train
Being Human,1994-05-06,1994,1519366.0,train
Jimmy Hollywood,1994-03-30,1994,3783003.0,train
Holy Matrimony,1994-04-08,1994,713234.0,train
Tom & Viv,1994-12-02,1994,538534.0,train
Squanto: A Warrior's Tale,1994-10-28,1994,3342223.0,train
My Summer Story,1994-09-23,1994,70936.0,train
Getting Even with Dad,1994-06-17,1994,18869594.0,train
River of Grass,1995-10-13,1994,11553.0,train
Rapa Nui,1994-09-09,1994,305070.0,train
The Browning Version,1994-10-12,1994,487391.0,train
Cobb,1994-12-02,1994,1007583.0,train
Heat,1995-12-15,1995,187436818.0,train
Clueless,1995-07-19,1995,56631572.0,train
Se7en,1995-09-22,1995,327333559.0,train
Braveheart,1995-05-24,1995,213216216.0,train
Apollo 13,1995-06-30,1995,355237933.0,train
The Usual Suspects,1995-08-16,1995,23341568.0,train
Jumanji,1995-12-15,1995,262821940.0,train
Casino,1995-11-22,1995,116112375.0,train
Congo,1995-06-09,1995,152022101.0,train
Batman Forever,1995-06-16,1995,336567158.0,train
Kids,1995-09-01,1995,7412216.0,train
Toy Story,1995-11-22,1995,394436586.0,train
Desperado,1995-08-25,1995,25405445.0,train
Die Hard with a Vengeance,1995-05-19,1995,366101666.0,train
Mortal Kombat,1995-08-18,1995,122195920.0,train
Mallrats,1995-10-20,1995,2122561.0,train
12 Monkeys,1996-01-05,1995,168839459.0,train
Leaving Las Vegas,1996-02-09,1995,32029928.0,train
Showgirls,1995-09-22,1995,20358624.0,train
Before Sunrise,1995-01-27,1995,5987386.0,train
Friday,1995-04-26,1995,28215918.0,train
Sense and Sensibility,1996-01-26,1995,134582776.0,train
Waterworld,1995-07-28,1995,264218220.0,train
The Basketball Diaries,1995-04-21,1995,2402438.0,train
Bad Boys,1995-04-07,1995,141407024.0,train
Billy Madison,1995-02-10,1995,26488734.0,train
Mighty Morphin Power Rangers: The Movie,1995-06-30,1995,66433194.0,train
GoldenEye,1995-11-17,1995,352194034.0,train
Species,1995-07-07,1995,113374103.0,train
Outbreak,1995-03-10,1995,189859560.0,train
Four Rooms,1995-12-25,1995,4257354.0,train
Empire Records,1995-10-20,1995,273188.0,train
The Quick and the Dead,1995-02-10,1995,18636537.0,train
Hackers,1995-09-15,1995,7563728.0,train
La Haine,1996-02-23,1995,302606.0,train
Casper,1995-05-26,1995,287928194.0,train
"To Wong Foo Thanks for Everything, Julie Newmar",1995-09-08,1995,47774193.0,train
Heavyweights,1995-02-17,1995,17689177.0,train
Tank Girl,1995-03-31,1995,4064495.0,train
Now and Then,1995-10-20,1995,37591674.0,train
Pocahontas,1995-06-23,1995,346079773.0,train
A Goofy Movie,1995-04-07,1995,35348597.0,train
Dangerous Minds,1995-08-11,1995,179519401.0,train
Crimson Tide,1995-05-12,1995,157387195.0,train
To Die For,1995-10-06,1995,21284514.0,train
Sabrina,1995-12-15,1995,53672080.0,train
Ghost in the Shell,1996-03-29,1995,516540.0,train
While You Were Sleeping,1995-04-21,1995,182057016.0,train
Get Shorty,1995-10-20,1995,115101622.0,train
Tommy Boy,1995-03-31,1995,32679899.0,train
Babe,1995-08-04,1995,254134910.0,train
Dead Man Walking,1996-02-02,1995,39363635.0,train
The Brady Bunch Movie,1995-02-17,1995,46576136.0,train
Johnny Mnemonic,1995-05-26,1995,19075720.0,train
Just Cause,1995-02-17,1995,36853222.0,train
The Bridges of Madison County,1995-06-02,1995,182016617.0,train
Strange Days,1995-10-13,1995,7959291.0,train
Cutthroat Island,1995-12-22,1995,10017322.0,train
Judge Dredd,1995-06-30,1995,113493481.0,train
The City of Lost Children,1995-12-15,1995,1781465.0,train
Copycat,1995-10-27,1995,32051917.0,train
Major Payne,1995-03-24,1995,30112050.0,train
Powder,1995-10-27,1995,30862156.0,train
A Little Princess,1995-05-19,1995,10015449.0,train
The American President,1995-11-17,1995,107879496.0,train
Under Siege 2: Dark Territory,1995-07-14,1995,104324083.0,train
Higher Learning,1995-01-11,1995,38290723.0,train
Mr. Holland's Opus,1996-01-19,1995,106269971.0,train
The Prophecy,1995-09-01,1995,16115878.0,train
Dead Man,1996-05-10,1995,1037847.0,train
Ace Ventura: When Nature Calls,1995-11-10,1995,212385533.0,train
Dolores Claiborne,1995-03-24,1995,24361867.0,train
First Knight,1995-07-07,1995,127600435.0,train
Jade,1995-10-13,1995,9851610.0,train
The Big Green,1995-09-29,1995,17736619.0,train
Virtuosity,1995-08-04,1995,24047675.0,train
Halloween: The Curse of Michael Myers,1995-09-29,1995,15116634.0,train
Father of the Bride Part II,1995-12-08,1995,76594107.0,train
Assassins,1995-10-06,1995,30303072.0,train
French Kiss,1995-05-05,1995,101982854.0,train
A Walk in the Clouds,1995-08-11,1995,50008143.0,train
It Takes Two,1995-11-17,1995,19474589.0,train
Rob Roy,1995-04-14,1995,31596911.0,train
Dead Presidents,1995-10-06,1995,24147179.0,train
The Baby-Sitters Club,1995-08-18,1995,9685976.0,train
Waiting to Exhale,1995-12-22,1995,81452156.0,train
Welcome to the Dollhouse,1996-05-24,1995,4569019.0,train
The Indian in the Cupboard,1995-07-14,1995,35656131.0,train
Rumble in the Bronx,1996-02-23,1995,32392047.0,train
Devil in a Blue Dress,1995-09-29,1995,16140822.0,train
How to Make an American Quilt,1995-10-06,1995,41200020.0,train
Kicking and Screaming,1995-10-06,1995,718490.0,train
Tales from the Crypt: Demon Knight,1995-01-13,1995,21089146.0,train
The Net,1995-07-28,1995,110627965.0,train
Living in Oblivion,1995-07-21,1995,1111790.0,train
Dracula: Dead and Loving It,1995-12-22,1995,10772144.0,train
Tom and Huck,1995-12-22,1995,23920048.0,train
Village of the Damned,1995-04-28,1995,9418365.0,train
Wild Bill,1995-12-01,1995,2193982.0,train
Grumpier Old Men,1995-12-22,1995,71518503.0,train
Boys on the Side,1995-02-03,1995,23440188.0,train
Tales from the Hood,1995-05-24,1995,11837928.0,train
Money Train,1995-11-22,1995,35431113.0,train
Candyman: Farewell to the Flesh,1995-03-17,1995,13940383.0,train
The Crossing Guard,1995-11-16,1995,868979.0,train
Man of the House,1995-03-03,1995,40070995.0,train
Nixon,1996-01-05,1995,13681765.0,train
Hideaway,1995-03-03,1995,12201255.0,train
When Night Is Falling,1995-11-17,1995,919671.0,train
Underground,1997-06-20,1995,171082.0,train
Mighty Aphrodite,1995-11-10,1995,6468498.0,train
Balto,1995-12-22,1995,11349090.0,train
Total Eclipse,1995-11-03,1995,340139.0,train
Fair Game,1995-11-03,1995,11534477.0,train
Lord of Illusions,1995-08-25,1995,13294422.0,train
The Scarlet Letter,1995-10-13,1995,10382407.0,train
Nick of Time,1995-11-22,1995,8175346.0,train
Senior Trip,1995-09-08,1995,4686937.0,train
Free Willy 2: The Adventure Home,1995-07-19,1995,30077111.0,train
Things to Do in Denver When You're Dead,1995-12-01,1995,529766.0,train
The Doom Generation,1995-10-27,1995,284785.0,train
Nine Months,1995-07-12,1995,138510230.0,train
Safe,1995-06-30,1995,512245.0,train
Sudden Death,1995-12-22,1995,64350171.0,train
Circle of Friends,1995-04-07,1995,23389975.0,train
Canadian Bacon,1995-09-22,1995,163971.0,train
Screamers,1996-01-26,1995,5711695.0,train
Vampire in Brooklyn,1995-10-27,1995,19751736.0,train
Murder in the First,1995-01-20,1995,17381942.0,train
Richard III,1995-12-29,1995,2748518.0,train
A Kid in King Arthur's Court,1995-08-11,1995,13406717.0,train
Othello,1996-01-19,1995,2844379.0,train
Gold Diggers: The Secret of Bear Mountain,1995-11-03,1995,6029091.0,train
Clockers,1995-09-13,1995,13071518.0,train
Smoke,1995-06-09,1995,8367636.0,train
Something to Talk About,1995-08-04,1995,50865589.0,train
Tall Tale,1995-03-24,1995,11047627.0,train
Kiss of Death,1995-04-21,1995,14942422.0,train
