title,release_date,log_budget,release_year,release_month,release_quarter,holiday_release,director_prior_films,director_prior_avg_gross,star_prior_films,star_prior_avg_gross,company_prior_films,company_prior_avg_gross,primary_genre,release_season,worldwide_box_office,log_worldwide_box_office
Star Trek II: The Wrath of Khan,1982-06-04,16.231424425551033,1982,6.0,2.0,0,0,,0,,11,68112531.36363636,Unknown,summer,78912963.0,18.183856081571033
Paradise,1982-05-07,,1982,5.0,2.0,0,0,,0,,1,17985893.0,Unknown,summer,5588800.0,15.536275331963976
The Last American Virgin,1982-07-30,,1982,7.0,3.0,0,0,,0,,0,,Unknown,summer,5829781.0,15.578490164831663
Sophie's Choice,1983-03-04,16.300417291085605,1982,3.0,1.0,0,1,10851261.0,1,26890068.0,0,,Unknown,spring,30036000.0,17.21790725349529
Gandhi,1983-02-25,16.906553056777135,1982,2.0,1.0,0,0,,0,,0,,Unknown,winter,52767889.0,17.781413419742563
Tootsie,1982-12-17,16.860033043306743,1982,12.0,4.0,1,1,40716963.0,0,,8,44828414.125,Unknown,holiday,177200000.0,18.992789601778597
Tron,1982-07-09,16.648723960844016,1982,7.0,3.0,0,0,,1,1752634.0,4,12500000.0,Unknown,summer,33000525.0,17.312034058697662
The Secret of NIMH,1982-07-16,15.76142084987672,1982,7.0,3.0,0,0,,0,,0,,Unknown,summer,14665733.0,16.50102431028335
The King of Comedy,1983-02-18,16.811242881518265,1982,2.0,1.0,0,1,23402427.0,2,18126351.5,0,,Unknown,winter,2536242.0,14.746194410138067
Rocky III,1982-05-28,16.648723960844016,1982,5.0,2.0,0,0,,1,19905359.0,2,18126351.5,Unknown,summer,125052686.0,18.64424570246209
The Beastmaster,1982-08-20,15.894952224644102,1982,8.0,3.0,0,0,,0,,0,,Unknown,winter,14056528.0,16.458597543314475
Creepshow,1982-11-12,15.894952224644102,1982,11.0,4.0,1,0,,0,,0,,Unknown,holiday,21028755.0,16.86140139233913
The Man from Snowy River,1982-11-05,15.068273812173887,1982,11.0,4.0,1,1,23668369.0,1,16647800.0,0,,Unknown,holiday,20659423.0,16.843682141305834
Pink Floyd: The Wall,1982-09-17,16.300417291085605,1982,9.0,3.0,0,1,21202829.0,0,,0,,Unknown,fall,22265763.0,16.918560810094885
Cat People,1982-04-02,16.705882371415992,1982,4.0,2.0,0,1,22743674.0,0,,0,,Unknown,spring,7000000.0,15.76142084987672
Fanny and Alexander,1982-12-17,15.607270193858982,1982,12.0,4.0,1,0,,0,,0,,Unknown,holiday,6795771.0,15.731811212064617
Friday the 13th Part III,1982-08-13,14.648420115681892,1982,8.0,3.0,0,1,21722776.0,0,,11,68112531.36363636,Unknown,winter,36690067.0,17.418016649695787
Firefox,1982-06-18,16.705882371415992,1982,6.0,2.0,0,1,24265659.0,2,47476501.5,2,26835632.5,Unknown,summer,46708276.0,17.659431944621748
Halloween III: Season of the Witch,1982-10-22,14.731801689838349,1982,10.0,4.0,0,0,,0,,2,20227299.5,Unknown,fall,14400000.0,16.48273883399067
The Dark Crystal,1982-12-17,16.52356082573315,1982,12.0,4.0,1,1,31206251.0,1,31206251.0,0,,Unknown,holiday,41630431.0,17.54434199624919
The Verdict,1982-12-17,16.588099342704055,1982,12.0,4.0,1,2,5105581.0,3,24560317.0,6,19505042.166666668,Unknown,holiday,53993738.0,17.804378653362026
Pieces,1983-09-23,12.611541086966115,1982,9.0,3.0,0,0,,0,,0,,Unknown,fall,2032311.0,14.524684619201029
Zapped!,1982-09-03,,1982,9.0,3.0,0,0,,0,,1,17985893.0,Unknown,fall,16897768.0,16.64269215934465
Six Pack,1982-07-16,,1982,7.0,3.0,0,2,16555009.5,0,,6,19505042.166666668,Unknown,summer,20225989.0,16.822478969031
The World According to Garp,1982-07-23,16.648723960844016,1982,7.0,3.0,0,0,,1,49823037.0,0,,Unknown,summer,29712172.0,17.207067385120947
Diner,1982-05-21,15.424948670398354,1982,5.0,2.0,0,0,,0,,5,15264279.6,Unknown,summer,14099953.0,16.461682092931728
The Best Little Whorehouse in Texas,1982-07-23,17.370858648025116,1982,7.0,3.0,0,1,103300686.0,4,48190279.25,23,23116202.86956522,Unknown,summer,69701637.0,18.059734376171974
The Year of Living Dangerously,1983-02-18,16.380459992348886,1982,2.0,1.0,0,1,5732587.0,2,14700478.0,5,15264279.6,Unknown,winter,10278575.0,16.145572286995538
Night Shift,1982-07-30,,1982,7.0,3.0,0,0,,0,,2,26835632.5,Unknown,summer,21095638.0,16.864576894620075
Summer Lovers,1982-07-16,,1982,7.0,3.0,0,1,58853106.0,0,,2,21949500.0,Unknown,summer,4968000.0,15.418528103883677
Victor Victoria,1982-03-19,,1982,3.0,1.0,0,1,14867086.0,1,14867086.0,5,15264279.6,Unknown,spring,28229046.0,17.15586204124681
The Last Unicorn,1982-11-19,15.068273812173887,1982,11.0,4.0,1,0,,1,1752634.0,0,,Unknown,holiday,6455330.0,15.680416859027213
The Entity,1983-02-04,16.012735246411598,1982,2.0,1.0,0,0,,0,,1,18971000.0,Unknown,winter,13277558.0,16.401585874876424
Airplane II: the Sequel,1982-12-10,16.52356082573315,1982,12.0,4.0,1,0,,2,50511283.0,11,68112531.36363636,Unknown,holiday,27150534.0,17.11690730949077
The Toy,1982-12-10,16.648723960844016,1982,12.0,4.0,1,0,,1,31261269.0,8,44828414.125,Unknown,holiday,47118057.0,17.668166882536386
The House on Sorority Row,1983-07-28,12.959846800844963,1982,7.0,3.0,0,0,,0,,0,,Unknown,summer,10604986.0,16.1768349201433
Evil Under the Sun,1982-03-05,16.118095750958314,1982,3.0,1.0,0,0,,0,,3,12512618.0,Unknown,spring,6110670.0,15.625547145085275
The Sword and the Sorcerer,1982-04-30,,1982,4.0,2.0,0,0,,0,,0,,Unknown,spring,39103425.0,17.481720642600433
Death Wish II,1982-02-19,14.508658238524095,1982,2.0,1.0,0,0,,0,,0,,Unknown,winter,16100000.0,16.59432989206649
Silent Rage,1982-04-02,15.319588176962746,1982,4.0,2.0,0,0,,1,18971000.0,8,44828414.125,Unknown,spring,10490791.0,16.166008477999107
Megaforce,1982-06-25,16.811242881518265,1982,6.0,2.0,0,2,69156102.5,0,,1,72179579.0,Unknown,summer,5675599.0,15.551686842615295
Personal Best,1982-06-26,16.588099342704055,1982,6.0,2.0,0,0,,0,,0,,Unknown,summer,5672311.0,15.551107352733455
Dead Men Don't Wear Plaid,1982-05-21,16.012735246411598,1982,5.0,2.0,0,0,,1,9171289.0,0,,Unknown,summer,18196170.0,16.71672174529769
Amityville II: The Possession,1982-09-24,15.424948670398354,1982,9.0,3.0,0,0,,0,,2,20227299.5,Unknown,fall,12534817.0,16.344020770123294
Missing,1982-03-12,16.066802461833923,1982,3.0,1.0,0,0,,1,7258543.0,3,16923905.333333332,Unknown,spring,14000000.0,16.454567959008102
The Seduction,1982-01-29,,1982,1.0,1.0,0,0,,0,,0,,Unknown,winter,11378339.0,16.247222106075128
Cannery Row,1982-02-12,16.24031337217814,1982,2.0,1.0,0,0,,0,,0,,Unknown,winter,5301539.0,15.483507902353951
Deathtrap,1982-03-19,,1982,3.0,1.0,0,2,5105581.0,4,15229205.5,6,29592808.833333332,Unknown,spring,19282134.0,16.77468957753036
Tex,1982-07-30,,1982,7.0,3.0,0,0,,0,,4,12500000.0,Unknown,summer,7400000.0,15.816990693309524
"I, the Jury",1982-04-22,,1982,4.0,2.0,0,0,,0,,1,18971000.0,Unknown,spring,1515578.0,14.231308102131935
Tempest,1982-09-24,16.380459992348886,1982,9.0,3.0,0,1,4400000.0,0,,8,44828414.125,Unknown,fall,5005245.0,15.425997120372745
Young Doctors in Love,1982-07-16,,1982,7.0,3.0,0,0,,0,,0,,Unknown,summer,30688860.0,17.239410312841066
My Favorite Year,1982-10-08,,1982,10.0,4.0,0,0,,1,7063886.0,5,15264279.6,Unknown,fall,20123620.0,16.817404857182048
Still of the Night,1982-11-19,16.118095750958314,1982,11.0,4.0,1,0,,0,,1,15795189.0,Unknown,holiday,5979947.0,15.603922430236834
Parasite,1982-03-12,13.592368256649284,1982,3.0,1.0,0,0,,0,,1,17985893.0,Unknown,spring,2270.0,7.7279755421055585
Making Love,1982-03-05,,1982,3.0,1.0,0,0,,1,4400000.0,0,,Unknown,spring,11897978.0,16.29187911172591
Honkytonk Man,1982-12-15,14.508658238524095,1982,12.0,4.0,1,1,24265659.0,2,47476501.5,1,70687344.0,Unknown,holiday,4484991.0,15.316247269749919
The Beast Within,1982-02-12,,1982,2.0,1.0,0,0,,0,,0,,Unknown,winter,7742572.0,15.86224461926422
"Come Back to the 5 & Dime Jimmy Dean, Jimmy Dean",1983-04-06,13.652992804936396,1982,4.0,2.0,0,1,49823037.0,0,,0,,Unknown,spring,840958.0,13.642298186280367
The Final Option,1983-09-16,15.607270193858982,1982,9.0,3.0,0,0,,0,,0,,Unknown,fall,2666873.0,14.796417557953626
Trail of the Pink Panther,1982-12-17,15.607270193858982,1982,12.0,4.0,1,1,14867086.0,1,10697276.0,1,15795189.0,Unknown,holiday,9056073.0,16.018946250769808
The Sender,1982-10-22,,1982,10.0,4.0,0,0,,0,,11,68112531.36363636,Unknown,fall,1054328.0,13.868415103589099
The Border,1982-02-12,16.906553056777135,1982,2.0,1.0,0,0,,2,29687698.5,0,,Unknown,winter,6118683.0,15.626857598685929
Kiss Me Goodbye,1982-12-22,,1982,12.0,4.0,1,0,,1,11809387.0,6,19505042.166666668,Unknown,holiday,15782759.0,16.57442876303088
A Midsummer Night's Sex Comedy,1982-07-16,,1982,7.0,3.0,0,1,10389003.0,1,10389003.0,1,10389003.0,Unknown,summer,9077269.0,16.02128404457701
Vice Squad,1982-01-22,,1982,1.0,1.0,0,0,,0,,2,23346704.0,Unknown,winter,13253583.0,16.399778564386565
Best Friends,1982-12-17,16.52356082573315,1982,12.0,4.0,1,0,,4,48190279.25,6,29592808.833333332,Unknown,holiday,36821203.0,17.421584432854356
Shoot the Moon,1982-02-19,16.300417291085605,1982,2.0,1.0,0,1,21202829.0,1,10626725.0,5,15264279.6,Unknown,winter,9217530.0,16.03661777225267
Lookin' to Get Out,1983-06-30,16.648723960844016,1982,6.0,2.0,0,0,,0,,1,1169875.0,Unknown,summer,946461.0,13.7604861009122
Barbarosa,1982-02-19,16.213405921671733,1982,2.0,1.0,0,0,,1,17815212.0,0,,Unknown,winter,1736123.0,14.367165600222963
Visiting Hours,1982-05-28,,1982,5.0,2.0,0,0,,0,,2,9948953.5,Unknown,summer,13258670.0,16.40016231145466
A Little Sex,1982-04-02,,1982,4.0,2.0,0,0,,0,,0,,Unknown,spring,2370376.0,14.678559572190705
Class Reunion,1982-10-29,,1982,10.0,4.0,0,0,,0,,0,,Unknown,fall,10054150.0,16.123496142019825
Hanky Panky,1982-06-04,,1982,6.0,2.0,0,1,101300000.0,1,101300000.0,8,44828414.125,Unknown,summer,9823934.0,16.10033231289766
Author! Author!,1982-06-18,,1982,6.0,2.0,0,0,,1,19814523.0,6,19505042.166666668,Unknown,summer,13111101.0,16.388969910178222
Split Image,1982-10-03,,1982,10.0,4.0,0,0,,0,,3,16923905.333333332,Unknown,fall,263635.0,12.482324642847036
The Challenge,1982-07-23,,1982,7.0,3.0,0,0,,1,534816.0,1,11809387.0,Unknown,summer,2977706.0,14.90666409920567
The Soldier,1982-08-27,15.201805169084134,1982,8.0,3.0,0,0,,0,,0,,Unknown,winter,6328816.0,15.660623888818948
Wrong Is Right,1982-05-14,16.118095750958314,1982,5.0,2.0,0,0,,2,29871310.0,8,44828414.125,Unknown,summer,3583513.0,15.091854441203512
Six Weeks,1982-12-17,,1982,12.0,4.0,1,1,22482952.0,2,54808649.5,3,12054184.333333334,Unknown,holiday,6668025.0,15.712834422065376
The State of Things,1983-02-18,,1982,2.0,1.0,0,0,,0,,0,,Unknown,winter,3700.0,8.216358332386156
Jekyll and Hyde... Together Again,1982-10-01,15.424948670398354,1982,10.0,4.0,0,0,,0,,11,68112531.36363636,Unknown,fall,3792188.0,15.148453982887142
Forced Vengeance,1982-07-30,15.424948670398354,1982,7.0,3.0,0,0,,1,18971000.0,5,15264279.6,Unknown,summer,6660333.0,15.711680191409245
The Missionary,1982-11-05,,1982,11.0,4.0,1,0,,0,,1,42368025.0,Unknown,holiday,7241180.0,15.795294872605988
The Escape Artist,1982-05-28,,1982,5.0,2.0,0,0,,0,,1,636796.0,Unknown,summer,143369.0,11.873183980240313
Night Crossing,1982-02-05,16.118095750958314,1982,2.0,1.0,0,0,,0,,4,12500000.0,Unknown,winter,8000000.0,15.894952224644102
Endangered Species,1982-09-10,,1982,9.0,3.0,0,1,4226370.0,0,,1,4226370.0,Unknown,fall,1474249.0,14.20365994386275
Things Are Tough All Over,1982-08-04,15.76142084987672,1982,8.0,3.0,0,0,,0,,1,37000000.0,Unknown,winter,21134374.0,16.866411419745443
Homework,1982-08-27,,1982,8.0,3.0,0,0,,0,,0,,Unknown,winter,2914328.0,14.885150162590005
Jinxed!,1982-10-22,16.410765339548004,1982,10.0,4.0,0,0,,0,,1,804713.0,Unknown,fall,2869638.0,14.869696795852212
The Return of Martin Guerre,1983-08-26,,1982,8.0,3.0,0,0,,0,,0,,Unknown,winter,3723036.0,15.130050291027334
They Call Me Bruce,1982-11-12,,1982,11.0,4.0,1,0,,0,,0,,Unknown,holiday,16894678.0,16.642509278245978
Some Kind of Hero,1982-04-02,,1982,4.0,2.0,0,1,804713.0,1,31261269.0,11,68112531.36363636,Unknown,spring,23671186.0,16.979769128099303
Hammett,1982-09-17,,1982,9.0,3.0,0,0,,1,636796.0,6,26421559.166666668,Unknown,fall,42914.0,10.66697669415232
Five Days One Summer,,16.52356082573315,1982,,,0,0,,2,29871310.0,0,,Unknown,Unknown,199078.0,12.201457009853586
Penitentiary II,1982-04-02,,1982,4.0,2.0,0,0,,0,,0,,Unknown,spring,3178542.0,14.97193347366099
If You Could See What I Hear,1982-04-23,,1982,4.0,2.0,0,0,,0,,0,,Unknown,spring,8693512.0,15.978087673318967
Partners,1982-04-30,15.607270193858982,1982,4.0,2.0,0,0,,0,,11,68112531.36363636,Unknown,spring,6062898.0,15.61769862649519
Richard Pryor: Live on the Sunset Strip,1982-03-12,,1982,3.0,1.0,0,0,,1,31261269.0,8,44828414.125,Unknown,spring,36299720.0,17.40732061325513
Bugs Bunny's 3rd Movie: 1001 Rabbit Tales,1982-11-19,,1982,11.0,4.0,1,1,63456988.0,0,,0,,Unknown,holiday,78350.0,11.268954010944581
Monsignor,1982-10-22,,1982,10.0,4.0,0,1,19032261.0,1,9709597.0,0,,Unknown,fall,12408066.0,16.333857383566034
"Yes, Giorgio",1982-09-24,16.759949589762293,1982,9.0,3.0,0,1,2022771.0,0,,5,15264279.6,Unknown,fall,2279543.0,14.639485980927956
I Ought to Be in Pictures,1982-03-26,,1982,3.0,1.0,0,1,9171289.0,1,6321392.0,6,19505042.166666668,Unknown,spring,6968359.0,15.756890460933056
La traviata,1983-02-18,,1982,2.0,1.0,0,1,32492674.0,0,,0,,Unknown,winter,3783329.0,15.146115132165919
Fighting Back,1982-05-21,,1982,5.0,2.0,0,0,,0,,0,,Unknown,summer,3355948.0,15.02624514979107
Kamikaze 89,1982-07-16,,1982,7.0,3.0,0,0,,0,,0,,Unknown,summer,22440.0,10.018644921923576
Heidi's Song,1982-11-19,,1982,11.0,4.0,1,0,,0,,0,,Unknown,holiday,5124391.0,15.449522441804817
Lonely Hearts,1982-10-21,,1982,10.0,4.0,0,0,,0,,0,,Unknown,fall,777087.0,13.563308879050052
Scarface,1983-12-09,17.034386422832473,1983,12.0,4.0,1,2,21949500.0,2,16462812.0,28,53923616.60714286,Unknown,holiday,65884703.0,18.003416863274765
The Outsiders,1983-03-25,16.118095750958314,1983,3.0,1.0,0,1,636796.0,0,,2,390082.5,Unknown,spring,25697647.0,17.061910028167738
Star Wars: Episode VI - Return of the Jedi,1983-05-25,17.296750678069195,1983,5.0,2.0,0,1,17583634.0,1,538375067.0,1,538375067.0,Unknown,summer,475106177.0,19.979048869650796
Risky Business,1983-08-05,15.64006001130563,1983,8.0,3.0,0,0,,0,,1,5672311.0,Unknown,winter,63541777.0,17.967208168787455
National Lampoon's Vacation,1983-07-29,16.52356082573315,1983,7.0,3.0,0,1,39846344.0,4,22760778.0,0,,Unknown,summer,61399552.0,17.932913112960577
Trading Places,1983-06-08,16.52356082573315,1983,6.0,2.0,0,2,72949634.0,0,,1,17569027.0,Unknown,summer,90404800.0,18.319807932359282
Superman III,1983-06-17,17.479072229734946,1983,6.0,2.0,0,1,108185706.0,2,11058831.5,1,108185706.0,Unknown,summer,59950623.0,17.909031848057523
The Big Chill,1983-09-30,15.894952224644102,1983,9.0,3.0,0,1,24058838.0,0,,16,44075777.125,Unknown,fall,56399659.0,17.84797368808132
Staying Alive,1983-07-15,16.906553056777135,1983,7.0,3.0,0,1,125052686.0,2,29459143.5,20,51030599.65,Unknown,summer,64892670.0,17.988245247716627
Jaws 3-D,1983-07-22,16.835935492889124,1983,7.0,3.0,0,0,,0,,28,53923616.60714286,Unknown,summer,87987055.0,18.292700270714462
Christine,1983-12-09,16.08763654656639,1983,12.0,4.0,1,3,22108487.0,0,,16,44075777.125,Unknown,holiday,21017849.0,16.860882634642277
Flashdance,1983-04-15,15.201805169084134,1983,4.0,2.0,0,0,,0,,20,51030599.65,Unknown,spring,92921203.0,18.34726242316523
WarGames,1983-06-03,16.300417291085605,1983,6.0,2.0,0,1,8206145.0,0,,3,10277069.666666666,Unknown,summer,79567667.0,18.19211838739628
The Right Stuff,1984-02-17,17.11134746100564,1983,2.0,1.0,0,0,,0,,3,27703437.0,Unknown,winter,21192315.0,16.86914922111015
Krull,1983-07-29,17.665658180950928,1983,7.0,3.0,0,1,6400000.0,0,,16,44075777.125,Unknown,summer,16916617.0,16.643807010366633
Spring Break,1983-03-25,,1983,3.0,1.0,0,1,39754601.0,0,,16,44075777.125,Unknown,spring,24071666.0,16.996546063696833
The Dead Zone,1983-10-21,16.118095750958314,1983,10.0,4.0,0,1,14225876.0,0,,4,16847354.0,Unknown,fall,20766616.0,16.848857303433423
Octopussy,1983-06-10,17.129696599000436,1983,6.0,2.0,0,1,54813222.0,1,54813222.0,3,10277069.666666666,Unknown,summer,67893619.0,18.03345262640585
Private School,1983-07-29,15.068273812173887,1983,7.0,3.0,0,0,,0,,0,,Unknown,summer,14049540.0,16.458100284171238
Valley Girl,1983-04-29,12.765691290604371,1983,4.0,2.0,0,0,,0,,0,,Unknown,spring,17343596.0,16.66873394725045
Rumble Fish,1983-10-21,16.118095750958314,1983,10.0,4.0,0,1,636796.0,1,7400000.0,2,390082.5,Unknown,fall,2494480.0,14.729591249497357
Videodrome,1983-02-04,15.599238023505803,1983,2.0,1.0,0,1,14225876.0,0,,0,,Unknown,winter,2120439.0,14.567134172283073
Terms of Endearment,1983-12-09,15.894952224644102,1983,12.0,4.0,1,0,,1,2806659.0,20,51030599.65,Unknown,holiday,108423749.0,18.501557718912768
Twilight Zone: The Movie,1983-06-24,16.118095750958314,1983,6.0,2.0,0,2,31767669.0,0,,0,,Unknown,summer,29450919.0,17.198235706962723
Never Say Never Again,1983-10-07,17.399029524198163,1983,10.0,4.0,0,1,538375067.0,4,15881302.75,0,,Unknown,fall,55432841.0,17.830682791956065
A Christmas Story,1983-11-18,15.009433329466965,1983,11.0,4.0,1,1,111289673.0,0,,13,18796337.384615384,Unknown,holiday,20653717.0,16.843405909590693
Cujo,1983-08-12,15.424948670398354,1983,8.0,3.0,0,1,3355948.0,1,17985893.0,0,,Unknown,winter,21156152.0,16.867441343132782
Sudden Impact,1983-12-09,16.906553056777135,1983,12.0,4.0,1,3,25152975.333333332,4,36536567.5,8,29207523.75,Unknown,holiday,67642693.0,18.029749909705362
The Hunger,1983-04-29,,1983,4.0,2.0,0,0,,0,,13,18796337.384615384,Unknown,spring,5988322.0,15.605321964282647
Mr. Mom,1983-08-19,,1983,8.0,3.0,0,0,,0,,0,,Unknown,winter,64783827.0,17.986566562274017
Blue Thunder,1983-05-13,16.906553056777135,1983,5.0,2.0,0,1,8206145.0,1,5979947.0,16,44075777.125,Unknown,summer,42313354.0,17.560613315227297
Breathless,1983-05-13,15.830413711839864,1983,5.0,2.0,0,0,,2,76269614.0,0,,Unknown,summer,19910002.0,16.80673282671842
Psycho II,1983-06-03,15.424948670398354,1983,6.0,2.0,0,0,,0,,28,53923616.60714286,Unknown,summer,34725000.0,17.362970475402378
Local Hero,1983-03-17,,1983,3.0,1.0,0,0,,0,,1,59303359.0,Unknown,spring,5899678.0,15.590408500616185
Bad Boys,1983-03-25,,1983,3.0,1.0,0,1,25533818.0,1,27092880.0,4,10912131.0,Unknown,spring,9190819.0,16.03371571777245
Silkwood,1984-01-27,16.118095750958314,1983,1.0,1.0,0,1,2261507.0,2,28463034.0,2,20371505.0,Unknown,winter,35615609.0,17.388294582862684
All the Right Moves,1983-10-21,15.53827733427679,1983,10.0,4.0,0,0,,0,,0,,Unknown,fall,17233166.0,16.662346398926445
The Keep,1983-12-16,16.213405921671733,1983,12.0,4.0,1,1,11492915.0,2,1756261.0,20,51030599.65,Unknown,holiday,4218594.0,15.255012692187279
My Tutor,1983-04-22,,1983,4.0,2.0,0,0,,0,,0,,Unknown,spring,22587834.0,16.932922044984593
Yentl,1984-01-06,16.300417291085605,1983,1.0,1.0,0,0,,0,,0,,Unknown,winter,40218899.0,17.50984759235745
Fire and Ice,1983-08-26,13.997832948091215,1983,8.0,3.0,0,0,,0,,0,,Unknown,winter,760883.0,13.542236194213208
Eddie and the Cruisers,1983-09-23,,1983,9.0,3.0,0,1,15934737.0,0,,1,14665733.0,Unknown,fall,4786789.0,15.381370598601018
Yellowbeard,1983-06-24,15.687312888712007,1983,6.0,2.0,0,0,,0,,0,,Unknown,summer,4300000.0,15.274125813221904
The Meaning of Life,1983-03-31,16.012735246411598,1983,3.0,1.0,0,0,,0,,0,,Unknown,spring,14949697.0,16.520201656928037
Nostalghia,,,1983,,,0,0,,0,,0,,Unknown,Unknown,55269.0,10.919985544827309
Hot Dog... The Movie,1984-01-13,,1983,1.0,1.0,0,0,,1,30669378.0,0,,Unknown,winter,20307325.0,16.82649226560758
Smokey and the Bandit Part 3,1983-08-12,,1983,8.0,3.0,0,0,,0,,28,53923616.60714286,Unknown,winter,5678950.0,15.552277090542718
Deathstalker,1983-09-16,13.032440858057756,1983,9.0,3.0,0,0,,0,,0,,Unknown,fall,11919250.0,16.29366538205677
Porky's II: The Next Day,1983-06-24,15.687312888712007,1983,6.0,2.0,0,1,111289673.0,1,111289673.0,1,111289673.0,Unknown,summer,33759266.0,17.33476551537101
Something Wicked This Way Comes,1983-04-29,16.759949589762293,1983,4.0,2.0,0,0,,0,,7,14057217.857142856,Unknown,spring,8400000.0,15.943742382861155
Tender Mercies,1983-03-04,,1983,3.0,1.0,0,1,237000.0,1,3702028.0,0,,Unknown,spring,8443124.0,15.948863058706083
Star 80,1984-02-03,16.300417291085605,1983,2.0,1.0,0,0,,1,5672311.0,3,27703437.0,Unknown,winter,6472990.0,15.683148847135826
Gorky Park,1983-12-16,16.52356082573315,1983,12.0,4.0,1,2,41380512.0,3,16770910.0,0,,Unknown,holiday,15856028.0,16.57906036451088
Lone Wolf McQuade,1983-04-15,15.424948670398354,1983,4.0,2.0,0,0,,3,12040708.0,0,,Unknown,spring,12232628.0,16.31961744776731
Easy Money,1983-08-19,,1983,8.0,3.0,0,0,,0,,0,,Unknown,winter,29309766.0,17.19343136315019
Merry Christmas Mr. Lawrence,1983-09-02,,1983,9.0,3.0,0,0,,0,,0,,Unknown,fall,2306560.0,14.651268228627911
Losin' It,1983-04-22,15.76142084987672,1983,4.0,2.0,0,0,,0,,0,,Unknown,spring,1246141.0,14.035562936523052
Screwballs,1983-04-01,13.592368256649284,1983,4.0,2.0,0,0,,0,,0,,Unknown,spring,2082215.0,14.54894326917346
Brainstorm,1983-09-30,16.52356082573315,1983,9.0,3.0,0,0,,0,,0,,Unknown,fall,10219460.0,16.139804401623017
The Man with Two Brains,1983-06-03,,1983,6.0,2.0,0,1,18196170.0,2,13683729.5,1,18196170.0,Unknown,summer,10353438.0,16.152829293017426
Angel,1984-01-13,14.914123179965662,1983,1.0,1.0,0,0,,0,,0,,Unknown,winter,17488564.0,16.677057796744823
10 to Midnight,1983-03-11,15.324022773047327,1983,3.0,1.0,0,0,,1,16100000.0,0,,Unknown,spring,7175592.0,15.786195964278418
Uncommon Valor,1983-12-16,16.489659276356317,1983,12.0,4.0,1,2,62738269.5,2,56320000.5,20,51030599.65,Unknown,holiday,30503151.0,17.233340580500286
Doctor Detroit,1983-05-06,,1983,5.0,2.0,0,2,12237949.5,0,,0,,Unknown,summer,10375893.0,16.15499578904343
Mortuary,1983-09-02,12.429220196836383,1983,9.0,3.0,0,0,,0,,0,,Unknown,fall,4319001.0,15.278534915012886
Stroker Ace,1983-07-01,,1983,7.0,3.0,0,3,47995934.666666664,6,49880659.5,28,53923616.60714286,Unknown,summer,13000000.0,16.380459992348886
Sahara,1984-03-02,17.034386422832473,1983,3.0,1.0,0,0,,2,45672890.0,0,,Unknown,spring,1402962.0,14.154096986676977
Two of a Kind,1983-12-16,16.454567959008102,1983,12.0,4.0,1,0,,2,29459143.5,11,20646563.545454547,Unknown,holiday,23646952.0,16.97874482739269
Chained Heat,1983-05-27,14.038654909278163,1983,5.0,2.0,0,0,,0,,0,,Unknown,summer,6149983.0,15.6319600381533
Spacehunter: Adventures in the Forbidden Zone,1983-05-20,16.48273883399067,1983,5.0,2.0,0,1,534816.0,0,,16,44075777.125,Unknown,summer,16478265.0,16.61755285846315
High Road to China,1983-03-18,16.759949589762293,1983,3.0,1.0,0,0,,0,,0,,Unknown,spring,28445927.0,17.163515579997526
Never Cry Wolf,1984-01-27,,1983,1.0,1.0,0,0,,1,18000000.0,0,,Unknown,winter,29600000.0,17.20328495307807
The Pirates of Penzance,1983-02-18,,1983,2.0,1.0,0,0,,0,,28,53923616.60714286,Unknown,winter,694497.0,13.450944561402771
Rock & Rule,1987-07-24,15.894952224644102,1983,7.0,3.0,0,0,,0,,0,,Unknown,summer,30379.0,10.321539776149764
Hercules,1983-08-26,14.731801689838349,1983,8.0,3.0,0,0,,0,,0,,Unknown,winter,10676194.0,16.183527054607634
Educating Rita,1983-10-28,,1983,10.0,4.0,0,0,,5,16039791.2,0,,Unknown,fall,14648076.0,16.499819622013
A Night in Heaven,1983-11-18,,1983,11.0,4.0,1,1,29916207.0,0,,0,,Unknown,holiday,5563663.0,15.531767441992109
