title,release_date,log_budget,release_year,release_month,release_quarter,holiday_release,director_prior_films,director_prior_avg_gross,star_prior_films,star_prior_avg_gross,company_prior_films,company_prior_avg_gross,primary_genre,release_season,worldwide_box_office,log_worldwide_box_office
House of the Dead,2003-10-10,16.300417291085605,2003,10.0,4.0,0,0,,0,,0,,Unknown,fall,13818181.0,16.441495819170076
Gods and Generals,2003-02-21,17.840862266556567,2003,2.0,1.0,0,3,20006653.666666668,2,6186335.5,4,38661954.25,Unknown,winter,12923936.0,16.374591731262836
House of Sand and Fog,2004-01-09,16.61887099947687,2003,1.0,1.0,0,0,,0,,21,169943765.95238096,Unknown,winter,16763804.0,16.634732655890726
A Man Apart,2003-04-04,17.399029524198163,2003,4.0,2.0,0,3,38118161.666666664,2,242376945.5,0,,Unknown,spring,44350926.0,17.607644168417995
The Station Agent,2003-12-05,13.122365377402328,2003,12.0,4.0,1,0,,0,,0,,Unknown,holiday,8701337.0,15.978987364903313
Good Bye Lenin!,2004-05-14,,2003,5.0,2.0,0,0,,0,,1,7267585.0,Unknown,summer,79316957.0,18.18896250989709
Basic,2003-03-28,17.72753358339242,2003,3.0,1.0,0,10,120342035.8,23,82827779.39130434,5,44546545.0,Unknown,spring,42792561.0,17.571874860402925
The Human Stain,2003-12-18,17.216707972959764,2003,12.0,4.0,1,6,19443970.166666668,15,55731617.6,50,49882013.2,Unknown,holiday,22954068.0,16.94900577723026
Grind,2003-08-15,15.607270193858982,2003,8.0,3.0,0,0,,0,,0,,Unknown,winter,5141166.0,15.452790654462587
Gothika,2003-11-21,17.50439003707821,2003,11.0,4.0,1,2,30203143.0,2,9900026.0,183,60915722.04371585,Unknown,holiday,141591324.0,18.768455473222875
Agent Cody Banks,2003-03-14,17.147715103853763,2003,3.0,1.0,0,1,13578186.0,2,44258887.5,79,29012892.7721519,Unknown,spring,58795814.0,17.889581236866515
Ong-Bak: The Thai Warrior,2005-02-11,,2003,2.0,1.0,0,0,,0,,2,27147646.0,Unknown,winter,20235426.0,16.82294543812036
Bad Santa,2003-11-26,16.951004817371683,2003,11.0,4.0,1,1,8764007.0,4,22112522.0,183,60915722.04371585,Unknown,holiday,76490720.0,18.15267999732239
Shattered Glass,2003-11-26,15.607270193858982,2003,11.0,4.0,1,0,,2,338841880.5,2,8340479.5,Unknown,holiday,2944752.0,14.895535500582715
The Lizzie McGuire Movie,2003-05-02,16.648723960844016,2003,5.0,2.0,0,1,2087228.0,0,,53,133179688.8490566,Unknown,summer,55534455.0,17.832514214911
The Cooler,2004-01-16,14.978661680269907,2003,1.0,1.0,0,0,,1,60611975.0,0,,Unknown,winter,10464788.0,16.16352675121272
Cradle 2 the Grave,2003-02-28,17.034386422832473,2003,2.0,1.0,0,2,85497679.5,4,101718963.75,177,88404641.12429379,Unknown,winter,56489558.0,17.84956638257952
Uptown Girls,2003-08-15,16.811242881518265,2003,8.0,3.0,0,2,72433149.5,0,,79,29012892.7721519,Unknown,winter,44617342.0,17.61363319790744
A Mighty Wind,2003-05-09,,2003,5.0,2.0,0,4,7491964.25,1,2923982.0,49,38890333.89795918,Unknown,summer,18750246.0,16.74671748362726
Cold Creek Manor,2003-09-19,,2003,9.0,3.0,0,8,9166191.625,13,35169271.692307696,97,82173613.62886597,Unknown,fall,29119434.0,17.186916378632002
Calendar Girls,2004-01-01,16.118095750958314,2003,1.0,1.0,0,1,28741330.0,1,8951935.0,97,82173613.62886597,Unknown,winter,93400759.0,18.352410040210934
Kal Ho Naa Ho,2003-11-28,,2003,11.0,4.0,1,0,,0,,1,11334547.0,Unknown,holiday,13200241.0,16.39574572072188
View from the Top,2003-03-21,17.216707972959764,2003,3.0,1.0,0,0,,4,84551723.5,50,49882013.2,Unknown,spring,19526014.0,16.78725823697395
Malibu's Most Wanted,2003-04-18,16.52356082573315,2003,4.0,2.0,0,2,22814051.0,0,,177,88404641.12429379,Unknown,spring,34622504.0,17.36001446211376
Kangaroo Jack,2003-01-17,17.909855136853043,2003,1.0,1.0,0,1,113916474.0,0,,49,38890333.89795918,Unknown,winter,88929111.0,18.30335011594421
The Return,2003-06-25,,2003,6.0,2.0,0,0,,0,,0,,Unknown,summer,8482993.0,15.953574011492675
Radio,2003-10-24,17.370858648025116,2003,10.0,4.0,0,1,19772447.0,4,67481987.0,9,111206486.55555555,Unknown,fall,53293628.0,17.79132735103483
The Recruit,2003-01-31,17.6441519761925,2003,1.0,1.0,0,10,64291436.4,16,71537784.5625,97,82173613.62886597,Unknown,winter,101191884.0,18.432529123855396
Coffee and Cigarettes,2004-06-11,,2003,6.0,2.0,0,6,2987897.8333333335,10,83583456.9,0,,Unknown,summer,7929307.0,15.88607632624723
Young Adam,2003-09-26,15.671808704579888,2003,9.0,3.0,0,0,,5,212702614.8,8,9574646.375,Unknown,fall,2561820.0,14.756228891706805
Hollywood Homicide,2003-06-13,18.132998684833918,2003,6.0,2.0,0,7,33780723.571428575,19,182782619.84210527,9,111206486.55555555,Unknown,summer,51142659.0,17.75012954055363
Evil,2003-09-26,,2003,9.0,3.0,0,0,,0,,0,,Unknown,fall,528245.0,13.177317363277368
National Security,2003-01-17,,2003,1.0,1.0,0,6,67793874.66666667,6,75039691.0,183,60915722.04371585,Unknown,winter,50097949.0,17.72949064705425
The Triplets of Belleville,2004-02-13,16.066802461833923,2003,2.0,1.0,0,0,,0,,0,,Unknown,winter,14776760.0,16.508566301971392
Untold Scandal,2003-10-02,,2003,10.0,4.0,0,0,,0,,0,,Unknown,fall,5762801.0,15.56693437272291
Twentynine Palms,2003-09-17,,2003,9.0,3.0,0,0,,0,,0,,Unknown,fall,167999.0,12.031719258385396
Stuck on You,2003-12-12,17.822843761378564,2003,12.0,4.0,1,5,139855072.4,6,62513392.5,133,100297236.34586467,Unknown,holiday,65784503.0,18.001894867040953
Ned Kelly,2004-03-26,,2003,3.0,1.0,0,1,2300684.0,3,66949565.666666664,6,6981295.0,Unknown,spring,6585516.0,15.700383401846803
Tokyo Godfathers,2003-11-08,,2003,11.0,4.0,1,2,413010.5,0,,1,151086.0,Unknown,holiday,453133.0,13.023943166462793
Dorm Daze,2004-08-20,,2003,8.0,3.0,0,0,,0,,2,55382086.5,Unknown,winter,436365.0,12.986236619731745
The Blind Swordsman: Zatoichi,2003-09-06,,2003,9.0,3.0,0,3,5403951.0,3,5403951.0,0,,Unknown,fall,34196922.0,17.34764622722499
Bright Young Things,2003-10-03,,2003,10.0,4.0,0,0,,0,,0,,Unknown,fall,2905499.0,14.882116050497297
Love Me If You Dare,2004-05-28,,2003,5.0,2.0,0,0,,0,,0,,Unknown,summer,8604201.0,15.967761246546514
Bulletproof Monk,2003-04-16,17.76675429577647,2003,4.0,2.0,0,0,,3,85741422.0,79,29012892.7721519,Unknown,spring,37713879.0,17.445538754421655
Down with Love,2003-05-16,17.370858648025116,2003,5.0,2.0,0,1,90449929.0,5,212702614.8,18,63500985.38888889,Unknown,summer,39468111.0,17.491003612697135
Biker Boyz,2003-01-31,16.993564429978885,2003,1.0,1.0,0,0,,7,16488943.142857144,21,169943765.95238096,Unknown,winter,23510621.0,16.972962876993158
The Green Butchers,2003-03-21,,2003,3.0,1.0,0,0,,0,,0,,Unknown,spring,3783.0,8.238536930171769
The Medallion,2003-08-22,17.529082649058825,2003,8.0,3.0,0,0,,14,65731325.64285714,0,,Unknown,winter,34268701.0,17.349743017440463
American Splendor,2003-09-12,,2003,9.0,3.0,0,0,,0,,6,13049924.0,Unknown,fall,7986084.0,15.893211210175007
The Shape of Things,2003-05-16,15.201805169084134,2003,5.0,2.0,0,4,12925004.5,0,,0,,Unknown,summer,826617.0,13.62509795677235
Party Monster,2003-10-17,15.424948670398354,2003,10.0,4.0,0,0,,6,161153428.5,0,,Unknown,fall,782606.0,13.570385933262274
Bringing Down the House,2003-03-07,17.312018149733785,2003,3.0,1.0,0,2,71111722.5,23,39180787.0,97,82173613.62886597,Unknown,spring,164729679.0,18.919816385348582
Willard,2003-03-14,16.811242881518265,2003,3.0,1.0,0,0,,1,4600000.0,91,68779241.27472527,Unknown,spring,8564586.0,15.963146469079803
Love Don't Cost a Thing,2003-12-12,,2003,12.0,4.0,1,0,,1,57588485.0,4,39264224.75,Unknown,holiday,21964072.0,16.904918630995848
The Best of Youth,2003-06-20,,2003,6.0,2.0,0,0,,0,,0,,Unknown,summer,2799773.0,14.845049257602145
The in-Laws,2003-05-23,17.50439003707821,2003,5.0,2.0,0,4,13923807.25,4,8027001.0,7,37059177.571428575,Unknown,summer,26891849.0,17.107333824688485
Confidence,2003-04-25,16.52356082573315,2003,4.0,2.0,0,8,12401340.875,1,9538948.0,2,8340479.5,Unknown,spring,23014206.0,16.951622278850163
Latter Days,2004-07-01,13.652992804936396,2003,7.0,3.0,0,0,,0,,0,,Unknown,summer,865028.0,13.670518311363592
Beyond Borders,2003-10-24,17.370858648025116,2003,10.0,4.0,0,6,141645544.5,2,4540811.0,0,,Unknown,fall,11705002.0,16.27552691520784
It Runs in the Family,2003-04-25,,2003,4.0,2.0,0,10,14823627.3,3,12856638.0,0,,Unknown,spring,8211508.0,15.92104726478302
Chasing Papi,2003-04-16,,2003,4.0,2.0,0,0,,0,,18,63500985.38888889,Unknown,spring,12661189.0,16.35405196710332
The Fighting Temptations,2003-09-19,17.216707972959764,2003,9.0,3.0,0,8,38552820.625,4,67481987.0,201,77194913.63681592,Unknown,fall,33972062.0,17.341049068348703
Anything Else,2003-09-19,16.705882371415992,2003,9.0,3.0,0,23,11702014.086956521,13,23527538.0,21,169943765.95238096,Unknown,fall,13585075.0,16.42448239523253
I Capture the Castle,2003-08-08,15.894952224644102,2003,8.0,3.0,0,0,,0,,5,6387929.8,Unknown,winter,6586341.0,15.700508668903044
Camp,2003-08-29,,2003,8.0,3.0,0,0,,0,,1,30787356.0,Unknown,winter,2707738.0,14.811624527276289
The Jungle Book 2,2003-02-14,16.811242881518265,2003,2.0,1.0,0,0,,6,75919788.5,4,68464588.75,Unknown,winter,186303759.0,19.042889017869495
My Boss's Daughter,2003-08-22,16.454567959008102,2003,8.0,3.0,0,3,57571292.666666664,1,73180723.0,24,64646701.75,Unknown,winter,18191005.0,16.716437854077732
A Guy Thing,2003-01-17,16.811242881518265,2003,1.0,1.0,0,1,62464731.0,0,,79,29012892.7721519,Unknown,winter,17432163.0,16.673827563547654
Intermission,2004-04-16,15.424948670398354,2003,4.0,2.0,0,0,,1,85720385.0,8,9958844.625,Unknown,spring,5175215.0,15.459391635375088
All the Real Girls,2003-08-01,14.731801689838349,2003,8.0,3.0,0,0,,0,,1,9593903.0,Unknown,winter,579986.0,13.270760968478307
From Justin to Kelly,2003-06-20,16.300417291085605,2003,6.0,2.0,0,2,64508802.0,0,,0,,Unknown,summer,4928883.0,15.410623151225149
Owning Mahowny,2003-09-25,16.118095750958314,2003,9.0,3.0,0,0,,1,9206279.0,5,6007501.2,Unknown,fall,1271244.0,14.055507293200495
Head of State,2003-03-28,17.376556668977415,2003,3.0,1.0,0,0,,3,30817954.333333332,21,169943765.95238096,Unknown,spring,38620484.0,17.469293393145758
The Singing Detective,2003-11-14,15.894952224644102,2003,11.0,4.0,1,3,700355.3333333334,5,7624988.8,1,20710451.0,Unknown,holiday,435625.0,12.984539356046659
Pieces of April,2003-11-28,12.611541086966115,2003,11.0,4.0,1,0,,1,12302219.0,34,53336055.64705882,Unknown,holiday,3282321.0,15.004061656727595
Code 46,2004-09-17,15.830413711839864,2003,9.0,3.0,0,4,886633.0,9,24978906.777777776,5,6387929.8,Unknown,fall,886018.0,13.694493674052543
Time of the Wolf,2003-10-08,,2003,10.0,4.0,0,2,3430811.5,3,3194000.0,4,338277.75,Unknown,fall,499149.0,13.120661930764571
Barely Legal,2006-05-25,,2003,5.0,2.0,0,2,30420118.0,0,,0,,Unknown,summer,83439.0,11.331883089674655
Nathalie...,2004-01-07,,2003,1.0,1.0,0,0,,2,21229160.5,3,8001710.0,Unknown,winter,5254422.0,15.474580756074412
The Order,2003-09-05,17.453096744006448,2003,9.0,3.0,0,2,139556797.0,3,66949565.666666664,133,100297236.34586467,Unknown,fall,11560806.0,16.263131228460505
Gozu,2004-07-14,,2003,7.0,3.0,0,1,80631.0,0,,0,,Unknown,summer,58202.0,10.971692178782812
Veronica Guerin,2003-10-17,16.648723960844016,2003,10.0,4.0,0,17,83720541.41176471,4,34072111.5,97,82173613.62886597,Unknown,fall,9439660.0,16.06043062645992
Shade,2004-05-09,16.118095750958314,2003,5.0,2.0,0,0,,0,,0,,Unknown,summer,459098.0,13.037021152060252
The Mother,2004-06-18,14.731801689838349,2003,6.0,2.0,0,2,229412721.0,0,,5,6387929.8,Unknown,summer,3039587.0,14.927232537882094
Sylvia,2003-10-31,,2003,10.0,4.0,0,0,,4,84551723.5,5,6387929.8,Unknown,fall,2917393.0,14.886201310006372
Rugrats Go Wild,2003-06-13,17.034386422832473,2003,6.0,2.0,0,0,,0,,0,,Unknown,summer,55250496.0,17.82738789379679
The Divorce,2003-08-29,,2003,8.0,3.0,0,12,7872414.5,0,,7,5650565.714285715,Unknown,winter,12991996.0,16.379844110472238
Luther,2003-09-26,17.216707972959764,2003,9.0,3.0,0,1,8693512.0,0,,0,,Unknown,fall,29632684.0,17.2043885330615
Pride and Prejudice,2003-12-05,,2003,12.0,4.0,1,0,,0,,0,,Unknown,holiday,377271.0,12.840721691695808
Saints and Soldiers,2005-03-25,13.567050480716235,2003,3.0,1.0,0,0,,0,,0,,Unknown,spring,1310470.0,14.085897172542337
Carandiru,2003-04-11,,2003,4.0,2.0,0,3,8582967.666666666,0,,0,,Unknown,spring,10781635.0,16.19335487445355
Taxi 3,2003-01-29,14.077875591662238,2003,1.0,1.0,0,2,35546262.0,1,60726164.0,2,27147646.0,Unknown,winter,65497208.0,17.997518089010597
My Life Without Me,2003-03-07,,2003,3.0,1.0,0,0,,1,28451622.0,6,24536608.666666668,Unknown,spring,9781854.0,16.096039696827024
The Company,2004-05-07,16.52356082573315,2003,5.0,2.0,0,13,16725523.923076924,3,118660113.0,1,4412203.0,Unknown,summer,6415017.0,15.674152361951554
The Barbarian Invasions,2004-03-05,,2003,3.0,1.0,0,2,1758702.0,0,,0,,Unknown,spring,34883010.0,17.367510477820588
Good Boy,2003-10-10,16.705882371415992,2003,10.0,4.0,0,0,,0,,79,29012892.7721519,Unknown,fall,45490616.0,17.633016642874736
The United States of Leland,2005-03-25,,2003,3.0,1.0,0,0,,1,1309316.0,2,38151281.0,Unknown,spring,343847.0,12.747954978241317
How to Deal,2003-07-18,16.588099342704055,2003,7.0,3.0,0,0,,1,47494916.0,2,21921906.0,Unknown,summer,14390329.0,16.48206701119268
It's All About Love,2003-01-10,,2003,1.0,1.0,0,1,1657778.0,2,2047385.0,1,1657778.0,Unknown,winter,478996.0,13.079449613325423
Masked and Anonymous,2003-08-08,,2003,8.0,3.0,0,0,,0,,0,,Unknown,winter,546106.0,13.210570206223265
Control,2003-11-20,,2003,11.0,4.0,1,0,,0,,0,,Unknown,holiday,1277800.0,14.060651189745158
The Girl Next Door,2004-04-09,17.034386422832473,2004,4.0,2.0,0,1,85191134.0,0,,13,51480601.0,Unknown,spring,30381722.0,17.229351768467712
EuroTrip,2004-02-20,17.034386422832473,2004,2.0,1.0,0,0,,0,,27,141822506.14814815,Unknown,winter,22605153.0,16.933688491339705
Dodgeball: A True Underdog Story,2004-06-18,16.811242881518265,2004,6.0,2.0,0,0,,8,65671028.125,139,103081405.69784173,Unknown,summer,168423227.0,18.941990583752236
White Chicks,2004-06-23,17.426428497635523,2004,6.0,2.0,0,4,115415731.0,2,13823843.5,17,99995962.76470588,Unknown,summer,113100873.0,18.543790668731116
Mean Girls,2004-04-30,16.648723960844016,2004,4.0,2.0,0,3,58199803.666666664,1,92108659.0,209,77874966.13875598,Unknown,spring,130126277.0,18.68401590617683
Harry Potter and the Prisoner of Azkaban,2004-06-04,18.683045016112164,2004,6.0,2.0,0,4,24784030.5,2,943285268.5,186,95182585.5483871,Unknown,summer,797361618.0,20.4968188590719
Troy,2004-05-14,18.980296537602072,2004,5.0,2.0,0,8,133285637.5,9,110112711.8888889,186,95182585.5483871,Unknown,summer,497409852.0,20.024924898144217
Eternal Sunshine of the Spotless Mind,2004-03-19,16.811242881518265,2004,3.0,1.0,0,1,1574660.0,12,222527456.83333334,4,44230269.5,Unknown,spring,74036715.0,18.12007169028286
Kill Bill: Vol. 2,2004-04-16,17.216707972959764,2004,4.0,2.0,0,4,109355572.25,4,55807608.5,55,52905862.945454545,Unknown,spring,154118820.0,18.853234427809763
The Notebook,2004-06-25,17.182806422433504,2004,6.0,2.0,0,2,54763110.0,2,14219008.5,99,81210360.06060606,Unknown,summer,117815157.0,18.584627496625313
The Terminal,2004-06-18,17.909855136853043,2004,6.0,2.0,0,16,370845822.1875,25,188363964.8,27,141822506.14814815,Unknown,summer,219100084.0,19.205039192516328
Van Helsing,2004-05-07,18.8906843794481,2004,5.0,2.0,0,5,187550166.8,0,,210,90877392.00952381,Unknown,summer,300157638.0,19.519818357946296
The Incredibles,2004-11-05,18.33729914588288,2004,11.0,4.0,1,1,23180087.0,0,,4,595173655.75,Unknown,holiday,631607053.0,20.263778008744445
Saw,2004-10-29,13.997832948091215,2004,10.0,4.0,0,0,,3,26750597.666666668,0,,Unknown,fall,103911669.0,18.459051769300107
Collateral,2004-08-06,17.989897843244528,2004,8.0,3.0,0,7,62196943.85714286,19,215854267.31578946,209,77874966.13875598,Unknown,winter,220239925.0,19.210228082801475
The Aviator,2004-12-25,18.5159909328476,2004,12.0,4.0,1,12,57632101.583333336,8,403107178.75,0,,Unknown,holiday,213719942.0,19.18017703834971
Spider-Man 2,2004-06-30,19.11382792951231,2004,6.0,2.0,0,10,101992509.9,5,222469426.2,194,66054412.948453605,Unknown,summer,788976453.0,20.486247035525807
The Punisher,2004-04-16,17.312018149733785,2004,4.0,2.0,0,0,,3,54899208.333333336,5,9021272.2,Unknown,spring,54700105.0,17.81737620523311
"I, Robot",2004-07-16,18.603002309079653,2004,7.0,3.0,0,2,38946722.5,8,229847501.875,139,103081405.69784173,Unknown,summer,353133898.0,19.68235786025541
Howl's Moving Castle,2005-06-17,16.993564429978885,2004,6.0,2.0,0,4,141137093.75,0,,0,,Unknown,summer,236214446.0,19.280250624124648
Spanglish,2004-12-17,18.197537205138154,2004,12.0,4.0,1,3,163311023.0,9,98873892.8888889,194,66054412.948453605,Unknown,holiday,55470154.0,17.831355686330742
Million Dollar Baby,2005-01-28,17.216707972959764,2004,1.0,1.0,0,18,63265162.5,2,6369360.0,186,95182585.5483871,Unknown,winter,216763646.0,19.194318133580623
Shaun of the Dead,2004-09-24,,2004,9.0,3.0,0,0,,0,,210,90877392.00952381,Unknown,fall,30097092.0,17.219939146982053
The Village,2004-07-30,17.909855136853043,2004,7.0,3.0,0,4,332363626.25,9,67557160.22222222,105,81754480.3904762,Unknown,summer,256697520.0,19.36340898860736
My Summer of Love,2005-07-01,,2004,7.0,3.0,0,0,,0,,0,,Unknown,summer,2766976.0,14.83326594648298
The Butterfly Effect,2004-01-23,16.380459992348886,2004,1.0,1.0,0,0,,3,64312221.0,0,,Unknown,winter,96822421.0,18.388389157655606
The Day After Tomorrow,2004-05-28,18.643824303266577,2004,5.0,2.0,0,5,328915337.4,14,34737140.428571425,139,103081405.69784173,Unknown,summer,552639571.0,20.130216578457897
Layer Cake,2005-06-03,,2004,6.0,2.0,0,0,,0,,2,5413610.0,Unknown,summer,11850214.0,16.287856568840738
Napoleon Dynamite,2004-08-27,12.899222326086994,2004,8.0,3.0,0,0,,0,,16,16550702.9375,Unknown,winter,46138887.0,17.647166709855956
50 First Dates,2004-02-13,18.132998684833918,2004,2.0,1.0,0,5,93642282.2,9,98873892.8888889,194,66054412.948453605,Unknown,winter,198520934.0,19.106405118525334
Man on Fire,2004-04-23,18.064005814299346,2004,4.0,2.0,0,11,134483602.0909091,20,55233817.9,20,59757351.85,Unknown,spring,130834852.0,18.689446421737795
Downfall,2005-04-08,,2004,4.0,2.0,0,1,13782896.0,2,1755617.5,6,25383594.833333332,Unknown,spring,92181574.0,18.33927083124649
13 Going on 30,2004-04-23,17.426428497635523,2004,4.0,2.0,0,0,,0,,17,99995962.76470588,Unknown,spring,96455697.0,18.384594372813115
Shrek 2,2004-05-19,18.826145858727198,2004,5.0,2.0,0,1,487853320.0,8,192666800.5,27,141822506.14814815,Unknown,summer,928760770.0,20.649361751237205
Crash,2005-05-06,15.687312888712007,2004,5.0,2.0,0,0,,0,,0,,Unknown,summer,98410061.0,18.404653612892243
The Bourne Supremacy,2004-07-23,18.132998684833918,2004,7.0,3.0,0,1,1758689.0,7,62980694.0,210,90877392.00952381,Unknown,summer,290835269.0,19.488267582376363
Dawn of the Dead,2004-03-19,17.073607134447293,2004,3.0,1.0,0,0,,2,19116738.0,0,,Unknown,spring,102278712.0,18.44321212520289
The Passion of the Christ,2004-02-25,17.216707972959764,2004,2.0,1.0,0,2,118988277.0,3,79101141.0,2,10573038.0,Unknown,winter,612054506.0,20.23233190023615
Resident Evil: Apocalypse,2004-09-10,17.622173069956816,2004,9.0,3.0,0,0,,2,84980589.5,6,20244364.333333332,Unknown,fall,129342769.0,18.677976570175225
Hellboy,2004-04-02,18.005165315142214,2004,4.0,2.0,0,4,46923573.0,1,1781465.0,17,99995962.76470588,Unknown,spring,99378985.0,18.414451240826182
Anchorman: The Legend of Ron Burgundy,2004-07-09,17.073607134447293,2004,7.0,3.0,0,0,,1,223853736.0,27,141822506.14814815,Unknown,summer,90709367.0,18.32317119530856
Walking Tall,2004-04-02,17.6441519761925,2004,4.0,2.0,0,1,26306533.0,2,130806410.5,86,31121845.906976745,Unknown,spring,57223890.0,17.86248204397335
The Life Aquatic with Steve Zissou,2004-12-25,17.72753358339242,2004,12.0,4.0,1,3,29733551.333333332,12,80204234.41666667,105,81754480.3904762,Unknown,holiday,34809623.0,17.36540445823546
A Series of Unfortunate Events,2004-12-17,18.757152987716434,2004,12.0,4.0,1,3,165541452.66666666,12,222527456.83333334,209,77874966.13875598,Unknown,holiday,211468235.0,19.169585360774636
The Machinist,2004-12-03,15.424948670398354,2004,12.0,4.0,1,1,1612259.0,4,16173240.5,0,,Unknown,holiday,8203235.0,15.920039268533248
The Phantom of the Opera,2004-12-10,18.064005814299346,2004,12.0,4.0,1,18,79593825.77777778,1,47053625.0,186,95182585.5483871,Unknown,holiday,154649125.0,18.85666940560832
Closer,2004-12-03,17.11134746100564,2004,12.0,4.0,1,11,62036484.72727273,1,40863718.0,194,66054412.948453605,Unknown,holiday,115505027.0,18.564824619446146
National Treasure,2004-11-19,18.420680753952364,2004,11.0,4.0,1,6,110395458.16666667,22,63870066.59090909,57,140737172.24561402,Unknown,holiday,347512318.0,19.666310672700483
Alexander,2004-11-24,18.858935681335133,2004,11.0,4.0,1,12,63823095.416666664,3,37221584.0,186,95182585.5483871,Unknown,holiday,167298192.0,18.935288364942355
The Chronicles of Riddick,2004-06-11,18.46947091764561,2004,6.0,2.0,0,3,23291001.666666668,3,176368272.33333334,210,90877392.00952381,Unknown,summer,115900534.0,18.568242924347643
9 Songs,2005-03-11,,2004,3.0,1.0,0,5,886510.0,0,,1,2801397.0,Unknown,spring,1590308.0,14.279438894937558
The Manchurian Candidate,2004-07-30,18.197537205138154,2004,7.0,3.0,0,7,77583324.42857143,20,55233817.9,209,77874966.13875598,Unknown,summer,96105910.0,18.380961380893883
King Arthur,2004-07-07,18.603002309079653,2004,7.0,3.0,0,4,56505323.25,3,6928874.666666667,105,81754480.3904762,Unknown,summer,203567857.0,19.131509961808767
Ocean's Twelve,2004-12-10,18.5159909328476,2004,12.0,4.0,1,12,88048249.75,8,162258932.0,186,95182585.5483871,Unknown,holiday,362744280.0,19.70920868392545
Harold & Kumar Go to White Castle,2004-07-30,16.012735246411598,2004,7.0,3.0,0,1,73180723.0,0,,0,,Unknown,summer,23936908.0,16.990932135305314
Blade: Trinity,2004-12-08,17.989897843244528,2004,12.0,4.0,1,0,,15,49102585.2,99,81210360.06060606,Unknown,holiday,131977904.0,18.69814508017635
Alien vs. Predator,2004-08-13,17.909855136853043,2004,8.0,3.0,0,4,66612209.25,1,27728118.0,139,103081405.69784173,Unknown,winter,177427090.0,18.994070327567254
Meet the Fockers,2004-12-22,18.197537205138154,2004,12.0,4.0,1,5,203195077.2,8,65671028.125,210,90877392.00952381,Unknown,holiday,522657936.0,20.07443776789867
Sideways,2004-10-22,16.588099342704055,2004,10.0,4.0,0,3,40340569.666666664,1,7986084.0,16,16550702.9375,Unknown,fall,109706931.0,18.51332311376862
Friday Night Lights,2004-10-08,17.216707972959764,2004,10.0,4.0,0,2,45440163.0,5,32988161.6,210,90877392.00952381,Unknown,fall,61950770.0,17.94185061148256
Starsky & Hutch,2004-03-05,17.909855136853043,2004,3.0,1.0,0,2,103444899.0,8,65671028.125,27,73610620.07407407,Unknown,spring,170268750.0,18.952888634961454
Shark Tale,2004-10-01,18.132998684833918,2004,10.0,4.0,0,1,76432727.0,8,229847501.875,4,226365693.5,Unknown,fall,374583879.0,19.74132631448026
Before Sunset,2004-07-30,14.80876270134486,2004,7.0,3.0,0,8,20138257.75,11,17306360.636363637,0,,Unknown,summer,15936507.0,16.58412313580848
Ella Enchanted,2004-04-09,17.249497794707484,2004,4.0,2.0,0,1,19900366.0,0,,55,52905862.945454545,Unknown,spring,27388767.0,17.125643560307957
Primer,2005-05-27,8.853808274977197,2004,5.0,2.0,0,0,,0,,0,,Unknown,summer,545436.0,13.209342587209933
A Cinderella Story,2004-07-16,16.759949589762293,2004,7.0,3.0,0,1,10604986.0,1,55534455.0,186,95182585.5483871,Unknown,summer,70067909.0,18.064975472586333
Along Came Polly,2004-01-16,17.553180200057167,2004,1.0,1.0,0,0,,8,65671028.125,210,90877392.00952381,Unknown,winter,178311729.0,18.99904386866719
Somersault,2004-09-16,,2004,9.0,3.0,0,0,,0,,0,,Unknown,fall,1482316.0,14.209116962099749
The SpongeBob SquarePants Movie,2004-11-19,17.216707972959764,2004,11.0,4.0,1,0,,0,,209,77874966.13875598,Unknown,holiday,141067127.0,18.764746420156268
Scooby-Doo 2: Monsters Unleashed,2004-03-26,18.197537205138154,2004,3.0,1.0,0,4,153314471.5,5,36957604.8,186,95182585.5483871,Unknown,spring,181216833.0,19.015204850127706
The Ladykillers,2004-03-26,17.370858648025116,2004,3.0,1.0,0,0,,25,188363964.8,105,81754480.3904762,Unknown,spring,76665191.0,18.15495834325176
Hotel Rwanda,2005-02-04,16.677711496036597,2004,2.0,1.0,0,0,,0,,36,52216968.86111111,Unknown,winter,33882243.0,17.338401659321004
Taking Lives,2004-03-19,17.622173069956816,2004,3.0,1.0,0,1,1073198.0,3,150558411.0,186,95182585.5483871,Unknown,spring,65470529.0,17.997110675695335
Kung Fu Hustle,2005-04-22,16.811242881518265,2004,4.0,2.0,0,1,42776760.0,1,42776760.0,0,,Unknown,spring,104882445.0,18.468350719039453
The Perfect Score,2004-01-30,17.50439003707821,2004,1.0,1.0,0,4,33640478.25,2,16766214.0,209,77874966.13875598,Unknown,winter,10898337.0,16.20412085850934
Garden State,2004-08-20,14.731801689838349,2004,8.0,3.0,0,0,,0,,0,,Unknown,winter,35825316.0,17.394165380208797
The Princess Diaries 2: Royal Engagement,2004-08-11,17.50439003707821,2004,8.0,3.0,0,12,97782568.33333333,0,,57,140737172.24561402,Unknown,winter,134734481.0,18.71881659971178
Twisted,2004-02-27,17.72753358339242,2004,2.0,1.0,0,5,35971917.4,3,72510978.33333333,209,77874966.13875598,Unknown,winter,40954603.0,17.52797479173603
Catwoman,2004-07-23,18.420680753952364,2004,7.0,3.0,0,0,,3,53797125.333333336,186,95182585.5483871,Unknown,summer,82102379.0,18.22347756304024
